# law_cat,crime_day,crime_month,duration_hours,suspect_age,suspect_sex,victim_age,victim_sex
2,11,2,1,35,1,22,0
2,13,2,1,18,1,35,0
3,10,2,2,35,0,55,0
1,17,2,1,35,1,35,1
3,14,2,1,35,1,18,0
3,8,2,1,22,1,35,1
1,13,2,1,65,1,55,1
1,28,1,2,55,1,22,0
2,13,2,1,35,0,18,1
2,9,2,1,55,1,55,1
1,14,2,1,35,1,22,0
3,5,2,2,35,1,35,0
2,16,2,1,35,1,65,0
2,12,2,1,35,1,18,0
3,15,2,1,35,0,35,0
2,14,2,1,22,1,55,1
2,18,2,15,35,1,22,0
1,16,2,2,22,1,22,0
1,1,3,744,55,1,18,0
2,9,2,1,55,1,55,1
3,10,2,2,35,0,22,1
2,12,2,1,35,0,55,0
2,12,2,1,55,1,35,1
1,13,2,14,35,1,35,1
1,17,2,1,55,1,55,0
1,12,2,73,55,1,35,1
1,8,2,2,35,1,35,1
1,5,2,202,35,1,22,0
1,13,2,1,35,1,35,1
1,10,2,18,35,0,55,1
1,18,2,2,35,1,35,0
2,11,2,1,55,0,65,1
3,17,2,2,55,0,22,1
1,9,2,1,35,1,35,0
2,18,2,1,35,1,22,0
1,9,2,1,22,0,18,1
1,5,10,3217,35,0,22,0
3,15,2,2,35,1,22,0
1,17,2,1,35,1,35,1
2,9,2,4,35,1,35,1
2,17,2,1,55,1,35,0
1,13,2,2,35,0,35,1
3,11,2,7,55,1,22,0
3,12,2,1,22,1,65,1
2,11,2,3,35,0,65,0
3,13,2,2,55,1,22,1
1,17,6,5773,35,0,35,0
3,18,2,1,35,1,35,0
2,11,2,2,35,1,22,0
1,9,2,1,35,1,35,0
1,10,2,19,35,1,35,0
1,14,2,1,22,0,35,0
1,14,2,21,35,0,35,0
2,14,2,1,35,1,35,0
2,17,2,1,18,1,55,0
1,10,2,16,35,0,35,0
2,18,2,1,35,0,22,1
2,10,2,1,35,1,55,1
3,17,2,1,35,1,22,1
3,13,2,2,55,1,55,1
2,8,2,1,55,1,55,0
1,10,2,1,35,0,55,1
1,9,2,1,35,1,22,0
1,17,2,1,22,0,35,0
1,1,11,2440,35,1,35,0
2,15,2,1,35,0,18,1
1,8,2,1,35,0,35,1
3,16,2,2,22,1,65,0
1,18,2,1,35,1,35,1
3,19,2,2,35,1,65,0
2,16,2,1,55,1,35,0
1,8,1,1,35,0,35,0
3,6,2,2,35,1,35,0
1,19,2,1,35,1,22,0
1,10,2,2,22,0,35,0
2,17,2,1,35,1,35,1
3,16,2,1,55,1,55,1
1,10,2,1,22,1,22,1
1,14,2,1,22,1,35,1
1,9,2,2,35,1,35,0
1,13,2,1,35,0,35,1
2,10,2,1,35,1,35,0
1,11,2,2,35,0,35,0
2,19,2,1,35,0,55,1
3,6,2,1,35,1,35,0
2,16,2,2,35,1,22,1
2,13,2,1,35,1,55,1
1,15,2,1,18,1,55,1
3,16,2,1,35,1,35,1
3,18,2,2,35,1,35,0
2,13,2,1,35,1,18,0
1,17,2,1,55,0,55,0
2,17,2,1,35,1,55,0
2,19,2,1,65,1,55,1
3,17,2,1,35,1,35,1
2,12,2,3,35,1,35,1
3,10,2,2,35,0,35,0
2,18,2,1,35,1,35,0
3,14,2,1,35,1,35,0
2,16,2,1,22,0,35,1
1,13,2,1,22,1,22,0
1,17,2,1,35,0,55,0
1,6,2,13,35,1,22,0
1,8,2,1,35,0,35,1
1,10,2,3,55,1,18,1
2,14,2,1,35,1,35,0
2,16,2,2,55,1,35,0
1,9,2,2,55,1,55,0
1,11,2,2,55,1,35,1
3,14,2,1,55,0,35,1
1,18,2,1,35,0,55,0
2,5,2,1,35,1,35,1
2,17,2,1,35,1,65,0
3,13,2,1,55,1,65,1
3,12,2,1,35,1,65,1
2,9,2,1,22,1,55,0
1,9,2,19,55,1,35,0
3,23,10,2384,35,1,35,0
2,18,2,1,35,1,55,1
1,18,2,1,35,1,35,0
2,7,2,1,35,1,35,0
3,10,2,2,35,1,35,0
2,13,2,1,35,0,55,1
1,17,2,1,35,1,22,0
2,15,2,1,65,0,65,1
3,14,2,2,35,1,55,1
1,13,1,6,35,1,35,0
2,15,2,1,35,1,35,1
3,11,2,2,55,1,35,1
3,13,2,2,35,1,35,1
2,10,2,1,22,1,22,0
1,9,2,1,35,1,35,0
2,18,2,2,35,1,55,1
2,6,2,1,22,1,22,0
1,10,2,1,35,1,18,0
1,16,2,2,35,0,55,0
3,14,2,2,35,0,35,1
1,12,2,1,35,0,35,1
1,12,2,1,35,1,35,0
2,8,2,23,35,1,35,0
1,9,2,1,35,0,35,1
2,13,2,1,35,1,35,0
3,19,2,1,55,1,35,0
1,13,2,1,22,1,22,1
3,18,2,1,35,0,55,0
3,16,2,1,35,1,55,1
2,13,2,2,55,1,35,0
1,12,2,1,35,1,35,0
1,16,2,1,35,1,35,0
2,16,2,1,35,1,22,1
3,11,2,1,35,1,35,0
1,18,2,1,35,1,35,0
3,14,2,1,35,1,55,1
1,16,2,1,35,1,35,1
3,10,2,1,22,1,65,0
2,12,2,1,55,1,55,0
2,11,2,1,35,1,35,0
2,18,2,1,35,1,35,0
2,18,2,2,22,1,18,0
1,9,2,2,35,0,55,0
1,17,2,2,35,0,35,1
1,9,2,1,35,1,35,0
1,17,2,1,55,1,35,1
1,18,2,1,22,0,22,0
2,10,1,1,35,1,22,0
2,17,2,2,35,1,55,1
2,19,2,1,35,1,35,0
3,8,2,7,35,1,55,1
2,1,3,8517,65,1,35,1
1,14,2,1,35,1,65,0
1,17,2,1,55,0,55,1
2,12,2,1,35,1,35,0
1,12,2,1,35,0,35,1
2,15,2,2,35,1,35,0
2,12,2,1,55,1,35,0
1,10,2,1,35,1,55,0
3,10,2,8,55,1,35,0
2,15,2,1,22,0,35,0
1,15,2,2,35,1,35,1
2,19,2,2,35,0,35,1
3,11,2,1,55,1,55,1
3,13,2,1,55,1,55,1
2,16,2,1,55,1,65,1
1,19,2,2,35,0,35,0
1,13,2,1,55,1,55,0
3,13,2,4,22,1,18,0
1,18,2,1,35,1,55,1
1,15,2,1,35,0,35,1
1,18,2,4,65,1,55,1
1,14,2,2,35,1,35,0
2,14,2,1,35,1,35,0
2,9,2,1,35,1,35,1
2,16,2,1,55,1,22,1
2,9,2,1,35,1,55,1
1,17,2,1,65,1,55,0
3,14,2,1,35,0,65,0
3,16,2,1,55,1,55,0
3,11,2,2,35,1,55,1
1,19,2,1,22,0,22,1
2,12,2,1,35,1,55,0
2,15,2,1,35,1,65,0
1,10,2,2,35,0,18,1
1,13,2,1,35,1,35,0
1,12,2,1,35,0,55,1
2,16,2,1,35,1,65,1
2,8,2,1,22,1,22,0
1,5,2,2,65,1,55,0
1,19,2,1,35,1,35,0
2,3,2,2,35,1,55,1
1,14,2,1,55,1,35,1
3,11,2,8,35,1,35,1
1,11,2,2,22,1,55,1
1,6,2,1,55,0,18,0
1,16,2,1,22,1,55,1
1,12,2,2,55,0,55,0
1,18,2,1,35,1,55,1
1,17,2,1,35,1,35,0
1,17,2,1,35,1,55,1
2,12,2,2,65,1,35,0
3,16,2,1,35,0,35,1
1,16,2,2,55,1,22,0
2,18,2,2,65,1,35,0
1,11,2,1,35,1,35,0
2,14,2,3,22,0,22,0
3,13,2,1,35,1,35,0
3,13,2,1,35,1,65,1
2,10,2,2,22,0,35,0
3,12,2,2,22,1,55,1
2,11,2,2,22,0,22,1
2,13,2,1,35,1,65,0
3,12,12,1420,55,1,55,0
2,17,2,1,35,1,35,0
3,13,2,2,18,0,65,0
1,10,2,2,35,1,18,0
1,20,1,2,35,1,35,0
1,8,2,59,35,1,35,0
1,6,2,2,55,1,55,1
3,9,2,1,35,1,35,0
1,14,2,1,22,1,22,0
1,11,2,1,55,1,35,1
2,10,2,1,22,1,35,1
2,14,2,1,18,1,35,0
1,16,2,1,22,1,22,1
3,14,2,2,35,0,55,1
2,14,2,1,55,0,35,0
3,6,2,1,22,1,18,0
3,18,2,1,35,1,35,1
1,17,2,1,35,1,35,0
1,14,2,1,35,1,35,1
1,19,2,1,35,1,55,0
3,31,1,1,35,1,65,1
1,17,2,1,55,1,35,0
2,17,2,2,22,1,35,1
1,12,2,74,35,1,35,1
1,16,2,1,22,1,22,0
3,18,2,2,35,1,22,0
1,5,2,4,35,1,35,0
1,31,12,15,35,1,22,0
1,12,2,1,35,0,35,1
1,4,2,2,55,1,22,0
3,3,2,1,35,1,35,1
1,15,2,35,55,0,55,0
1,14,2,1,55,1,55,1
1,12,2,1,22,1,35,1
2,19,2,1,35,1,35,0
1,16,2,1,35,1,22,1
3,12,2,5,35,0,35,1
2,18,2,1,35,1,35,1
2,8,2,4,35,1,55,1
3,12,2,2,35,1,55,1
2,12,2,1,35,1,35,1
1,17,2,1,35,1,35,0
1,15,2,4,35,1,35,0
3,8,2,2,35,0,35,0
3,7,2,2,35,0,55,1
1,11,2,2,35,1,55,1
1,11,2,1,35,1,35,0
3,15,2,1,55,1,55,1
3,15,2,1,22,1,35,1
1,17,2,2,22,1,55,1
1,15,2,1,55,1,55,1
3,10,2,2,35,1,55,1
1,16,2,1,22,1,22,1
3,27,1,8794,35,0,35,1
3,17,2,1,35,1,35,0
1,9,2,1,35,1,35,0
1,18,2,1,55,1,35,1
1,11,2,1,35,1,35,0
3,13,2,1,35,1,22,0
2,13,2,2,55,0,35,0
2,6,2,2,55,1,22,1
3,17,2,2,35,0,55,1
3,19,2,1,35,1,22,1
3,16,2,1,35,1,22,1
1,12,2,1,35,0,22,1
2,10,2,1,55,0,65,1
1,17,2,1,35,0,55,1
2,6,2,53,22,0,35,1
1,12,2,1,22,1,35,0
2,8,2,2,65,1,35,1
2,7,2,1,35,1,55,0
1,14,2,1,55,1,55,1
2,9,2,1,55,0,35,0
2,12,2,1,18,0,35,0
2,18,2,1,35,1,35,0
2,15,2,1,35,1,65,1
1,11,2,1,35,1,35,1
3,13,2,2,35,1,55,0
1,12,2,3,35,1,35,1
1,17,2,2,22,1,65,0
2,19,2,1,35,0,22,0
3,17,2,1,55,0,35,0
3,9,2,2,18,1,35,0
3,8,2,2,35,0,35,0
3,15,2,2,55,1,35,1
3,18,2,1,35,1,22,0
1,13,2,1,55,1,55,0
3,15,2,1,55,1,35,1
3,14,2,1,22,1,55,1
2,10,2,1,65,0,55,1
1,13,2,1,35,1,35,1
2,11,2,3,65,0,55,0
2,15,2,1,35,1,55,0
1,18,2,2,35,1,35,0
1,8,2,1,35,0,35,1
3,14,2,1,35,1,35,0
3,11,2,1,35,1,65,1
2,8,2,1,55,1,55,1
3,12,2,1,22,1,55,1
1,11,2,1,35,1,55,0
2,13,2,1,55,0,65,1
3,30,1,2,35,1,35,0
1,9,2,2,35,1,35,1
1,17,2,1,35,1,35,0
2,14,2,1,35,1,35,0
1,9,2,3,35,1,35,1
2,17,2,1,35,1,55,0
2,16,2,2,22,0,22,0
1,15,2,2,35,1,55,1
1,6,1,8,35,1,35,0
3,17,2,1,35,1,22,0
2,13,2,1,35,1,35,0
3,14,2,1,35,1,35,1
3,2,2,276,35,1,35,0
1,18,2,1,35,1,35,0
1,9,2,6,18,0,18,0
1,13,2,2,35,1,55,0
3,11,2,2,35,1,35,0
1,16,2,1,35,1,65,0
3,15,2,2,55,1,35,0
1,12,2,1,35,0,35,0
3,9,2,2,22,1,22,0
1,14,2,2,35,1,35,0
1,18,2,2,35,0,55,1
2,15,2,1,35,1,35,1
1,16,2,1,35,1,18,1
1,14,2,1,35,0,22,1
1,18,2,2,35,1,55,1
3,16,2,51,18,1,18,1
1,16,2,1,55,1,35,0
2,16,2,1,22,0,18,0
1,12,2,2,22,1,22,0
1,17,2,2,35,1,35,1
1,20,12,1,35,1,35,0
2,13,2,1,35,0,55,1
1,14,2,1,35,1,35,0
1,8,2,1,35,0,55,0
1,15,2,1,22,1,35,1
1,6,2,1,55,1,35,0
2,8,2,2,35,0,22,1
3,15,2,1,35,1,35,1
2,15,2,1,65,0,55,0
1,12,2,2,35,1,22,1
2,15,2,1,35,1,22,0
2,16,2,2,22,1,55,0
1,29,1,1,35,0,35,1
1,11,2,1,55,1,35,1
2,12,2,1,35,1,55,1
1,9,2,1,22,1,35,0
1,14,2,17,35,1,35,0
2,9,2,2,35,1,55,0
1,17,2,1,35,1,65,0
3,11,2,1,35,1,35,0
1,12,2,1,35,1,35,0
1,9,2,2,18,1,18,1
1,15,2,1,55,0,55,1
2,11,2,2,35,1,35,0
1,16,2,1,22,1,55,0
1,14,2,1,35,0,35,1
2,18,2,2,55,1,55,0
1,17,2,2,35,1,35,0
1,18,2,1,35,1,55,0
3,12,2,1,22,1,35,1
1,14,2,1,35,1,35,0
2,10,2,1,35,1,55,0
2,15,2,1,22,1,22,0
1,13,2,2,35,1,22,1
2,31,1,315,55,1,55,0
1,10,2,1,55,1,55,0
3,11,2,1,35,0,22,1
2,15,2,1,55,1,35,0
3,12,2,1,55,1,35,0
1,10,2,1,35,1,22,1
3,19,2,1,35,1,65,1
2,14,2,1,55,1,35,1
2,18,2,1,22,1,22,0
3,11,2,3,35,1,55,1
1,10,2,1,22,0,35,0
1,13,2,2,35,1,35,0
1,12,2,1,35,1,35,0
2,14,2,1,35,1,35,0
1,16,2,1,22,1,22,0
1,17,2,2,35,1,35,1
2,15,2,1,35,1,55,1
3,9,2,3,35,1,35,0
1,13,2,1,35,1,35,0
1,10,2,2,35,1,35,0
2,11,2,2,18,1,55,0
3,11,2,1,35,0,55,0
1,28,1,7,35,1,35,0
3,28,1,1,35,1,35,1
3,28,1,1,35,1,22,0
3,1,2,2,35,1,55,0
1,28,1,1,35,1,35,0
2,31,1,1,35,1,35,1
3,29,1,1,55,1,35,0
3,29,1,8,35,1,35,0
3,4,2,1,35,1,35,1
2,28,1,1,35,1,35,0
3,28,1,2,18,1,55,1
1,6,2,1,35,0,55,1
3,5,2,2,35,1,35,0
1,2,2,1,35,1,35,0
3,31,1,1,35,1,22,0
2,22,1,1,35,0,55,1
3,3,2,1,35,1,35,0
1,29,1,1,35,1,35,1
1,17,1,1,35,1,18,0
3,30,1,1,18,1,55,0
1,28,1,1,35,1,35,0
3,2,2,1,35,1,35,0
2,4,2,1,55,1,22,0
2,28,1,1,35,1,35,1
3,3,2,2,35,1,35,1
3,27,1,1,22,1,22,0
3,28,1,1,22,1,65,1
2,30,1,2,55,1,55,0
1,3,2,1,35,0,35,1
2,1,2,1,35,1,55,1
3,3,2,2,35,1,35,0
2,27,1,2,35,0,35,1
2,31,1,1,22,0,35,0
1,5,2,1,35,1,35,0
1,5,2,1,35,1,18,0
3,30,1,1,55,0,55,1
2,3,2,1,22,1,35,0
3,3,2,1,35,1,22,1
3,1,2,1,35,1,55,0
3,6,2,1,55,1,55,1
2,3,2,1,35,0,35,1
3,6,2,1,22,1,22,1
1,29,1,1,55,0,35,1
2,20,1,1,35,1,55,1
3,31,1,1,35,1,35,1
3,4,2,2,22,1,35,1
1,2,2,1,35,1,65,0
1,28,1,2,35,1,65,1
3,8,2,1,55,1,65,0
2,5,2,1,18,0,22,0
2,6,2,1,35,1,35,0
2,7,2,2,35,1,35,0
3,7,2,2,55,1,35,0
3,27,1,3,35,0,35,1
1,28,1,1,35,0,35,1
2,21,1,1,65,1,55,0
2,19,1,1,35,0,35,0
1,5,2,1,55,1,55,0
3,7,2,1,35,1,55,1
1,2,2,26,35,0,35,0
1,28,1,1,35,1,35,0
2,7,2,2,18,1,35,0
1,7,2,1,35,1,35,1
3,1,2,1,35,1,65,0
2,30,1,1,55,1,35,1
1,3,2,1,18,1,35,0
3,27,1,1,22,1,22,1
1,27,1,1,35,1,35,0
1,6,2,1,55,1,55,0
2,8,2,2,35,1,35,0
1,5,2,1,55,1,65,0
3,2,1,2,35,1,55,1
1,5,2,2,55,1,35,0
2,4,2,2,22,1,22,0
1,14,1,2,22,0,35,1
1,7,2,1,35,1,35,1
3,6,2,2,35,1,55,1
1,6,2,1,55,0,55,1
3,30,1,1,35,1,35,1
2,5,11,2230,35,1,22,0
1,7,2,1,35,0,55,1
2,29,1,1,35,1,65,0
3,5,2,2,35,0,35,1
1,27,1,1,35,0,35,0
2,7,2,1,22,1,22,0
2,28,1,1,35,0,55,0
1,2,2,1,22,1,55,1
3,6,2,1,22,1,35,1
2,1,2,1,35,1,35,1
2,28,1,1,35,1,55,1
2,8,2,1,55,1,35,1
2,5,2,1,22,0,35,1
1,4,2,1,55,0,35,0
1,4,2,1,35,1,35,1
3,4,2,1,35,0,55,0
1,30,1,1,55,1,35,0
1,30,1,2,55,1,65,1
3,20,1,1,22,1,22,1
3,28,1,2,55,1,35,0
1,31,1,1,22,1,35,0
3,31,1,1,55,1,35,0
1,2,2,1,35,1,35,1
3,6,2,1,35,0,55,0
1,6,2,2,55,1,55,0
1,15,1,256,35,1,35,0
2,31,1,1,18,1,35,0
3,3,2,1,18,1,55,1
3,4,2,1,55,1,22,0
1,27,1,1,35,1,55,0
2,5,2,2,35,1,55,0
2,4,2,1,35,0,22,0
1,3,2,2,18,1,35,0
3,1,10,1,35,1,22,0
1,3,2,1,35,1,35,1
1,31,1,1,35,1,35,1
2,29,1,1,35,1,55,0
1,31,1,1,35,1,22,1
3,5,12,361,18,1,18,1
1,28,1,1,35,1,35,0
3,3,2,2,35,1,22,0
2,26,1,1,55,1,22,0
2,5,2,2,35,1,35,0
1,6,2,1,35,1,22,1
3,28,1,1,55,1,55,0
1,5,2,1,35,1,35,0
3,28,1,1,55,1,35,1
2,27,1,2,22,0,35,0
2,6,2,24,35,1,55,0
3,27,1,1,35,1,35,0
2,1,2,1,55,1,55,0
3,28,1,1,35,1,35,0
1,31,1,1,35,0,35,0
3,6,2,1,35,0,55,1
2,1,2,1,35,1,55,0
3,27,1,5,22,1,22,0
1,5,2,1,55,1,35,0
2,27,1,2,18,1,55,0
1,3,2,1,55,1,35,0
2,4,2,2,55,0,55,0
1,3,2,1,35,1,55,1
1,5,2,1,35,1,35,0
1,1,2,1,35,1,35,0
3,3,2,3,35,1,35,0
1,4,2,1,35,1,35,0
3,7,2,1,35,1,55,1
2,30,1,2,18,1,35,1
1,2,2,23,35,1,35,0
1,7,2,1,35,1,35,1
2,2,2,1,35,1,35,1
2,3,2,1,22,0,55,1
3,17,1,1,35,0,35,0
2,29,1,4,55,1,35,1
2,3,2,1,35,1,65,0
1,17,11,1752,35,1,35,0
1,1,2,1,35,0,55,0
2,29,1,1,55,1,65,0
2,8,2,1,55,1,35,0
2,30,1,51,55,0,65,0
3,28,1,2,55,1,35,0
2,1,2,1,35,1,35,0
3,30,1,21,35,1,35,0
1,5,2,1,35,1,55,1
2,28,1,2,55,0,55,0
1,2,2,1,22,0,35,1
2,27,1,1,18,1,35,0
1,3,2,2,65,1,55,1
1,3,2,21,35,1,35,1
3,3,2,2,18,1,35,1
1,26,10,1753,35,0,35,1
3,4,2,2,35,1,35,0
1,4,1,171,22,1,35,1
1,1,2,1,22,1,22,0
2,25,1,62,35,0,35,1
1,4,2,1,35,1,35,0
3,29,1,1,35,1,65,0
2,3,2,2,22,0,55,1
3,28,1,3,35,1,35,1
2,6,2,1,35,0,35,0
1,28,1,1,55,1,35,1
1,2,2,1,35,1,55,1
3,5,2,1,18,1,35,0
2,2,2,1,35,1,35,1
2,4,2,1,55,1,55,0
1,28,1,1,35,1,55,1
1,6,2,10,55,1,65,0
2,7,2,1,55,1,35,1
3,3,2,1,35,1,35,0
2,1,2,1,35,1,35,1
1,9,1,1,35,1,35,0
2,7,2,1,55,1,55,1
1,8,2,1,22,1,35,0
2,31,1,1,55,1,55,0
1,6,2,1,35,1,35,0
2,6,2,1,35,1,35,1
1,6,2,2,35,1,22,0
2,4,2,1,22,1,35,0
2,5,2,1,35,1,35,0
1,8,2,1,35,0,22,1
2,3,2,1,35,0,65,0
3,6,2,1,35,1,65,1
3,7,2,1,55,1,55,0
2,4,2,1,55,0,35,1
3,30,1,1,35,0,18,1
1,3,2,2,35,0,18,1
3,1,2,1,35,1,35,0
2,7,2,1,55,1,55,0
1,5,2,1,55,1,55,0
1,25,9,45939,18,1,18,0
1,4,2,2,22,0,55,1
3,3,2,1,55,1,55,1
2,28,1,1,35,1,35,0
3,4,2,38,35,1,35,0
3,31,1,1,35,1,22,0
2,6,2,1,35,1,35,0
1,21,1,4,18,0,18,0
1,1,2,1,22,0,22,0
1,3,2,1,18,1,22,1
1,29,1,1,35,1,35,1
1,27,1,1,55,0,22,0
3,3,2,1,22,0,65,0
1,27,1,1,35,1,55,1
1,7,2,1,35,1,35,0
1,2,2,1,35,1,18,1
1,3,2,2,18,1,35,0
3,7,2,1,22,1,55,0
2,28,1,1,35,0,35,1
1,30,1,2,35,1,35,0
3,3,2,2,18,1,55,1
2,5,2,5,35,1,55,0
3,6,2,1,35,0,35,0
2,4,2,1,35,0,35,1
3,5,2,1,22,1,35,1
1,6,2,2,35,1,55,0
3,3,2,1,35,1,55,0
2,22,1,1,55,1,55,0
2,29,1,1,55,1,22,1
1,28,1,2,35,0,35,0
2,3,2,1,35,1,22,0
3,31,1,1,22,1,55,0
1,23,12,1,22,1,22,0
3,5,2,2,35,1,35,1
3,15,7,70129,55,1,35,0
1,8,2,1,35,1,55,1
1,30,1,1,22,1,18,0
1,4,2,1,55,1,35,0
2,31,1,1,35,1,35,0
1,30,1,1,35,1,35,0
3,8,2,1,55,1,55,0
3,7,2,1,35,1,35,1
3,4,2,1,22,1,55,0
3,7,5,26,55,1,55,0
1,27,1,1,22,1,35,0
3,28,1,1,55,1,35,0
3,8,2,1,55,1,22,1
1,26,8,1,35,1,35,0
3,30,1,1,35,0,22,0
3,7,2,1,35,0,55,1
1,8,2,1,22,1,35,0
3,5,2,1,35,0,35,0
3,3,2,1,35,1,35,0
3,9,10,2630,55,1,55,1
2,31,1,1,35,1,35,0
1,29,1,55,22,0,22,0
2,2,2,2,35,1,35,0
2,1,2,1,35,1,55,1
1,1,2,1,55,1,55,0
2,8,2,1,55,1,55,0
1,31,1,1,35,1,35,1
1,29,1,1,22,0,55,0
1,30,1,1,22,1,22,0
3,29,1,1,35,1,55,1
3,15,1,498,35,0,35,0
2,5,2,1,35,1,35,0
3,5,2,1,22,1,35,1
1,23,1,2,55,0,55,1
2,30,1,2,18,1,35,1
1,2,2,1,22,0,22,0
1,3,2,1,35,0,55,1
3,6,10,35065,55,1,35,0
1,1,2,2,35,1,35,1
2,2,2,1,35,1,35,0
2,7,2,1,22,1,35,0
3,21,1,1,35,1,35,0
1,4,2,1,55,1,35,1
1,3,2,1,35,1,35,0
3,19,1,4,55,1,55,0
1,31,1,1,35,1,35,1
1,6,2,1,35,1,35,0
3,4,2,1,55,1,55,0
1,28,1,2,35,1,55,1
1,4,2,32,35,0,35,1
2,3,2,1,35,1,35,0
1,4,2,1,35,1,35,1
1,19,1,299,22,1,18,0
1,30,1,2,35,1,35,0
1,25,1,313,55,0,55,1
1,29,1,1,22,1,22,0
1,29,1,24,22,1,22,0
3,8,2,1,22,1,22,1
2,29,1,1,35,1,35,0
3,8,2,1,35,1,55,1
3,28,1,1,35,1,22,0
1,7,2,1,18,1,35,1
1,26,1,236,35,1,35,0
1,29,1,1,22,1,55,1
1,3,2,2,35,0,35,1
3,7,2,1,22,1,22,0
2,30,1,1,35,0,35,1
3,4,2,1,35,1,35,0
1,1,2,1,35,1,22,0
2,23,2,25,22,1,22,0
1,5,2,1,35,1,55,1
2,7,2,1,35,1,55,1
3,6,2,1,35,1,35,0
2,5,2,2,55,1,22,1
1,2,2,2,35,0,22,0
1,7,2,1,35,0,55,1
2,7,2,1,55,1,35,1
1,3,2,1,35,1,35,0
3,8,6,1,22,0,22,0
3,30,1,3,55,1,35,1
3,4,2,29,55,1,55,0
3,28,1,1,35,1,35,0
1,5,2,1,35,1,22,0
3,1,2,2,35,1,22,0
3,6,2,1,35,1,35,1
2,5,2,1,35,1,35,0
2,6,2,1,35,0,35,1
3,2,2,1,22,0,22,1
1,8,2,1,35,1,35,0
1,6,2,1,35,1,35,0
1,5,2,1,55,0,35,0
3,7,2,1,55,1,35,0
3,27,1,1,35,0,55,1
3,3,2,1,35,1,65,0
1,28,1,2,35,0,35,1
1,10,1,1,55,1,55,0
1,29,1,1,35,1,35,1
1,7,2,1,22,0,55,0
1,31,1,1,35,0,55,1
1,1,2,1,55,1,35,1
1,8,2,1,22,1,35,1
2,29,1,1,35,1,55,0
1,23,1,2,35,1,35,1
2,5,2,1,35,1,55,0
3,7,2,1,35,1,35,0
1,8,2,3,35,1,35,0
1,2,2,1,22,1,22,0
2,31,1,1,35,1,35,0
1,4,2,1,35,0,35,0
3,28,1,2,55,1,55,1
1,29,1,1,35,1,35,0
1,30,1,1,18,0,22,0
3,30,1,1,35,1,35,1
3,24,1,1,35,1,65,1
1,30,1,1,35,1,35,1
1,29,1,1,35,1,22,0
2,4,2,1,35,0,55,0
2,29,1,1,35,1,35,1
1,7,2,1,22,0,35,1
1,5,2,2,35,1,35,1
1,30,1,1,22,1,22,0
1,18,1,2,22,1,35,0
1,1,2,2,35,0,35,0
3,7,2,1,35,1,65,1
2,31,1,1,35,0,55,0
2,2,2,3,35,0,35,0
2,3,2,1,35,1,35,1
2,27,1,2,35,0,22,0
2,5,2,1,35,1,35,0
1,1,2,1,22,1,22,0
3,29,1,1,35,1,55,1
1,6,2,1,35,1,35,0
2,29,1,1,35,1,35,1
2,31,1,1,55,0,35,1
1,30,1,1,35,1,35,1
2,28,1,2,55,1,55,1
1,3,2,2,55,1,55,0
1,7,2,1,35,1,35,1
1,29,1,2,35,0,55,1
1,31,1,1,35,1,65,1
3,4,2,2,35,1,55,0
3,30,1,1,35,1,35,0
1,4,2,1,55,0,22,0
3,6,1,208,55,1,55,0
1,6,2,1,35,1,55,0
1,31,1,1,55,1,35,1
1,1,2,1,22,1,35,0
1,6,2,1,22,1,35,1
1,28,1,1,35,1,35,1
3,30,1,3,35,1,35,0
2,7,2,1,35,1,35,1
3,1,1,26281,22,1,18,0
2,3,2,1,22,1,65,0
3,2,2,1,18,1,18,1
3,6,2,1,35,1,35,0
1,27,11,1,22,1,22,0
1,30,1,1,55,1,35,1
3,4,2,1,35,1,65,1
3,5,2,20,35,1,35,1
1,4,2,1,35,1,18,1
1,3,2,1,55,1,35,0
1,28,1,1,35,0,35,1
2,29,1,1,18,1,55,0
1,4,2,1,35,0,35,0
3,31,1,2,35,1,65,1
1,5,2,3,35,1,35,0
1,29,1,1,55,1,55,1
2,30,1,1,22,0,18,0
2,4,1,2,35,1,22,0
1,7,2,1,35,1,22,0
3,30,1,3,22,1,35,0
1,6,2,1,22,1,35,1
3,8,2,1,22,1,22,0
1,2,2,1,35,0,35,0
1,27,1,1,55,0,55,1
2,30,1,2,22,1,22,0
3,4,2,1,35,1,22,1
3,1,2,14,35,1,35,0
3,30,1,2,35,1,55,0
2,5,2,1,55,1,55,0
1,5,2,1,22,0,22,1
1,2,2,1,35,1,35,1
3,30,1,2,35,0,22,1
2,30,1,1,35,0,35,0
1,6,2,1,65,1,35,1
1,3,2,2,35,1,35,1
3,3,2,2,35,1,65,1
3,5,2,2,35,1,35,1
1,4,2,1,35,1,35,0
1,29,1,2,35,1,55,1
2,1,2,1,35,0,55,0
3,2,2,1,35,1,35,0
2,1,2,1,22,1,55,1
1,31,1,2,35,1,35,1
3,1,2,2,22,1,22,0
2,27,1,1,35,1,55,0
1,23,1,1,22,1,35,1
3,27,1,1,35,1,35,0
2,28,1,7,55,1,65,0
2,19,1,16,35,0,35,0
1,8,2,1,35,1,55,1
1,31,1,2,35,1,35,1
2,29,1,1,35,0,35,0
3,28,1,1,35,1,35,1
1,30,1,1,35,1,55,0
1,5,2,1,35,1,35,0
2,1,2,2,35,1,35,1
2,31,1,1,55,1,35,0
1,7,2,2,35,1,35,0
3,4,2,2,35,1,18,1
3,2,2,1,35,1,55,0
