# law_cat,crime_day,crime_month,duration_hours,suspect_age,suspect_sex,victim_age,victim_sex
2,29,6,1,35,1,22,1
2,22,6,1,55,0,22,0
1,27,6,1,35,1,55,0
2,26,6,26,35,1,35,0
3,27,6,2,35,1,22,0
3,29,6,1,35,1,55,1
2,21,6,1,55,1,35,1
3,28,6,1,18,1,35,1
3,24,6,2,35,1,22,0
1,25,6,1,35,1,35,1
1,24,6,1,55,1,35,1
1,28,6,1,35,0,55,1
3,24,6,1,35,1,55,0
1,27,6,1,35,1,22,0
3,28,6,1,35,1,18,0
2,24,6,1,35,1,35,1
2,25,6,2,55,1,35,0
3,30,6,2,35,1,35,0
3,27,6,1,22,0,35,1
1,23,6,1,35,1,35,1
1,25,5,51,22,1,22,0
2,26,6,1,65,0,65,0
1,28,6,1,35,1,35,0
2,23,6,1,35,1,35,0
1,30,6,2,35,0,35,0
3,23,6,2,35,1,35,0
3,27,6,1,55,1,35,0
1,23,6,1,35,1,35,1
1,25,6,41,35,1,35,1
1,24,6,1,35,1,35,0
2,20,10,5953,65,1,55,0
1,27,6,2,55,1,35,1
1,26,6,2,35,1,22,0
1,29,6,2,18,1,35,1
2,23,6,1,35,1,35,1
2,26,6,1,55,1,55,1
1,17,3,11237,35,1,35,0
1,24,6,1,55,1,35,0
1,25,6,3,55,0,55,1
1,30,6,1,35,1,55,0
3,30,6,2,55,0,55,0
1,27,6,1,22,1,22,0
1,22,6,1,55,1,22,1
2,25,6,1,35,0,35,0
3,29,6,2,35,1,22,0
2,23,6,1,35,0,35,1
3,29,6,1,22,1,35,0
1,22,6,1,55,0,35,0
2,28,6,1,35,0,55,0
1,23,6,4,22,0,22,0
2,26,6,2,18,1,35,0
1,23,6,1,35,1,35,1
2,26,6,1,55,0,55,1
3,25,6,1,55,1,55,0
3,28,5,9340,35,1,35,1
3,23,6,1,55,1,65,1
2,24,6,1,55,1,65,0
2,28,6,1,35,0,35,0
3,29,6,1,22,1,22,0
1,25,6,3,35,1,35,0
3,26,6,2,35,1,35,1
1,25,6,1,22,1,35,1
1,24,6,2,22,1,22,0
3,24,6,1,35,1,55,1
2,28,6,51,35,1,55,0
3,19,6,2,22,1,22,0
2,29,6,1,35,1,35,1
3,21,6,1,35,1,35,1
3,7,6,2,35,1,65,0
2,29,6,1,35,1,35,1
2,22,6,1,55,0,55,0
1,28,6,1,55,0,55,0
1,25,6,1,35,1,35,1
2,29,6,1,22,1,55,1
2,23,6,1,35,1,35,0
3,26,6,1,55,0,35,1
1,24,6,1,35,1,35,0
1,30,6,1,35,0,55,1
3,23,6,42,35,1,55,1
2,30,6,1,18,1,18,1
3,24,6,1,35,1,35,0
1,27,6,2,35,0,35,0
2,22,6,1,55,1,55,1
2,21,6,1,35,1,55,1
3,22,6,1,35,1,35,1
2,22,6,1,35,1,35,0
1,25,6,1,35,1,35,1
2,23,6,1,35,1,35,1
3,27,6,1,35,1,35,1
3,22,6,1,22,1,35,1
2,21,6,1,65,1,35,0
1,27,6,2,55,1,35,0
1,27,6,1,35,0,65,0
1,25,6,1,22,0,22,0
1,23,6,49,35,0,35,0
3,24,6,1,22,1,35,1
3,28,6,1,55,1,55,0
2,21,6,51,35,1,35,0
1,28,6,2,22,1,22,0
3,27,6,1,55,1,35,0
1,22,6,1,35,0,35,0
1,25,6,1,55,1,55,0
1,27,6,1,35,0,55,1
2,24,6,1,35,1,35,1
1,17,6,2,55,0,55,1
2,25,6,1,22,1,22,0
1,29,6,1,55,1,22,0
1,23,6,1,35,1,35,0
1,15,6,3,35,1,35,1
1,19,6,3,22,0,22,0
1,14,6,2,35,1,35,0
1,13,6,1,55,0,35,0
1,12,6,1,35,1,22,0
1,15,6,1,35,1,35,0
2,17,6,1,22,1,18,0
1,5,11,1,55,1,55,0
2,19,6,5,35,1,35,0
1,13,6,1,22,1,22,0
2,17,6,1,22,0,35,1
1,13,6,2,55,1,55,0
1,14,6,1,35,1,35,0
2,16,6,1,55,1,55,1
3,15,6,1,35,0,35,1
1,17,6,9,35,1,35,0
1,19,6,2,22,1,35,0
1,20,6,1,55,1,65,1
3,13,6,2,35,1,35,1
2,18,6,1,35,1,55,1
2,20,6,1,55,1,35,0
3,13,6,1,55,1,22,0
2,14,6,1,35,1,65,0
1,18,6,1,55,1,35,0
3,13,6,1,55,1,35,1
1,13,6,27,35,1,35,0
2,18,6,1,35,1,35,0
3,17,6,1,55,0,18,0
1,17,6,1,35,1,35,0
1,26,5,1,55,1,35,1
1,14,6,2,35,1,55,0
1,17,6,2,22,0,35,1
1,13,6,3,35,1,35,0
3,17,6,7,22,1,65,1
2,17,6,1,35,1,35,0
2,21,6,1,55,0,35,1
1,15,6,1,22,1,65,1
1,14,6,1,22,0,22,0
2,16,6,1,22,1,35,0
2,12,6,1,35,1,35,1
2,15,6,1,35,1,65,1
1,13,6,1,35,0,35,1
3,12,6,1,55,1,65,1
1,18,6,1,55,1,35,1
2,13,6,1,35,1,55,1
1,20,6,3,35,1,35,1
1,16,6,1,35,1,35,0
1,18,6,1,55,0,22,0
2,16,6,1,35,0,55,0
2,15,6,1,55,0,35,0
2,13,6,1,35,1,35,0
3,12,6,2,35,0,65,0
2,18,6,1,22,1,35,0
3,19,6,1,35,1,35,0
1,15,6,1,55,1,18,1
3,15,6,1,35,1,35,0
2,14,6,1,35,1,35,1
2,17,6,1,55,0,55,0
1,18,6,1,55,1,35,1
1,18,6,1,22,1,22,0
1,15,6,1,35,1,35,1
1,15,6,1,35,1,55,0
3,15,6,1,35,1,35,0
3,18,6,1,22,0,55,0
1,21,6,1,35,0,55,0
3,18,6,2,55,1,55,0
1,20,6,9,35,1,35,0
2,13,6,2,22,1,55,1
2,17,6,1,65,1,65,0
1,15,6,1,35,1,35,1
1,19,6,1,55,1,18,0
2,13,6,9,35,1,35,1
2,17,6,3,55,1,35,1
1,13,6,2,55,1,55,0
2,19,6,1,35,1,55,0
2,15,6,1,65,0,55,0
3,20,6,1,55,1,35,0
2,14,6,2,35,1,35,0
2,5,6,1,35,1,22,0
3,14,6,1,35,1,35,0
1,18,6,1,55,1,35,0
3,16,6,2,18,1,55,1
3,18,6,1,35,0,35,0
1,20,6,1,35,0,35,0
3,20,6,1,35,1,35,0
3,17,6,2,35,0,35,1
3,19,6,1,35,1,22,1
1,20,6,1,22,1,35,1
3,19,6,1,35,0,55,1
1,17,6,2,35,1,35,1
1,15,6,1,22,0,35,1
1,21,6,1,35,1,55,1
3,16,6,1,35,1,35,0
3,16,6,1,22,1,22,1
2,16,6,1,35,0,35,1
1,31,3,20,35,1,22,0
2,15,6,1,55,1,55,1
3,20,6,2,35,1,35,1
3,18,6,1,22,1,55,1
1,14,6,1,35,1,55,0
2,13,6,1,65,1,35,0
1,12,6,6,35,1,35,0
1,19,6,1,22,0,35,1
1,19,6,3,35,0,22,0
1,21,6,5,35,0,18,0
3,21,6,1,22,1,22,1
3,17,6,1,18,1,35,1
3,13,6,1,35,1,35,1
1,10,6,2,35,0,35,1
1,17,6,1,35,1,35,0
1,17,6,81,35,1,35,0
1,14,6,1,35,0,55,1
3,21,6,2,22,1,18,1
2,17,6,1,35,1,35,0
2,19,6,1,35,0,22,0
1,14,6,1,22,0,22,1
1,15,6,1,55,1,55,0
1,10,6,5,35,1,35,0
3,16,6,1,22,1,22,0
1,19,6,4,35,1,55,1
3,11,6,1,55,1,35,1
1,16,6,1,35,1,22,0
3,20,6,16,35,1,35,0
1,16,6,1,35,1,55,1
3,21,6,1,35,1,65,1
3,20,6,2,35,1,22,0
1,21,6,1,35,1,35,1
2,18,6,1,18,0,18,1
1,16,6,3,35,1,55,1
3,15,6,1,55,1,35,0
2,17,6,1,18,1,35,0
1,21,6,1,35,1,55,0
2,14,6,1,35,0,35,0
3,20,6,1,55,1,65,0
3,19,6,1,35,1,65,0
2,15,6,25,35,1,35,0
2,21,6,1,18,1,35,0
3,21,6,1,55,0,55,1
1,12,6,1,35,1,18,1
1,20,6,2,35,1,35,1
2,10,6,1,35,1,35,1
1,21,6,1,35,1,35,0
3,19,6,1,22,1,35,1
3,13,6,1,55,1,22,1
2,15,6,1,35,1,35,0
2,16,6,1,35,1,35,1
1,15,6,1,35,1,35,1
2,13,6,1,55,0,65,0
1,18,6,1,35,1,22,1
3,13,6,1,35,1,35,0
1,12,6,1,35,1,22,0
1,11,3,2,35,1,65,0
2,21,6,2,35,1,35,0
2,16,6,3,35,0,55,0
3,17,6,1,22,1,35,1
2,12,6,2,35,1,65,0
3,21,6,2,35,1,22,1
1,12,6,2,65,1,35,1
2,16,6,1,35,0,35,1
2,21,6,1,55,1,35,0
1,21,6,1,35,1,55,1
3,18,6,1,35,1,35,1
3,14,3,2,55,1,35,0
2,20,11,13799,35,1,55,0
1,2,6,2,55,1,55,0
1,7,6,1,35,0,35,1
3,20,6,1,35,1,35,1
1,12,6,1,35,0,35,0
3,20,6,1,35,0,35,1
1,17,6,2,22,1,35,1
2,17,6,2,55,0,22,1
2,19,6,1,35,1,55,0
3,18,6,1,35,1,35,0
1,14,6,1,35,1,35,0
3,16,6,1,35,1,35,0
1,20,6,1,35,1,22,1
1,18,6,1,35,0,55,0
3,19,6,1,35,1,55,1
3,19,6,1,35,1,35,1
2,14,6,1,35,0,22,0
2,21,6,1,35,1,35,0
1,18,6,1,22,0,55,0
1,19,6,1,35,0,35,1
3,15,6,3,22,1,35,0
3,17,6,2,22,1,22,1
2,21,6,2,35,0,35,0
1,17,6,9,22,0,22,0
2,17,6,1,55,0,55,1
1,19,6,3,22,0,22,0
2,21,6,1,55,1,55,1
3,13,6,1,22,1,22,0
3,17,6,2,35,0,55,1
1,15,6,1,22,1,55,0
1,19,6,1,35,1,22,0
1,15,6,1,22,1,22,0
2,15,6,49,35,1,35,1
3,15,6,4,35,1,35,1
2,21,6,1,35,1,35,1
2,18,6,2,18,1,55,1
3,18,6,2,55,1,35,0
3,17,6,2,35,0,35,1
3,16,6,1,35,1,22,0
1,15,6,1,35,1,35,1
1,17,6,1,22,0,35,0
1,18,6,3,35,1,35,1
1,10,4,1441,55,1,55,0
1,20,6,1,35,1,35,1
2,13,6,1,55,0,55,0
2,15,6,1,55,0,65,0
3,27,5,1,35,1,35,1
1,18,6,1,35,0,22,0
3,17,6,1,55,1,35,0
3,18,6,1,35,1,22,0
1,14,6,5,35,1,35,1
3,13,6,1,35,1,55,1
1,16,6,2,55,0,55,1
3,14,6,1,35,1,35,1
2,13,6,2,35,1,55,0
1,18,6,1,55,1,55,0
2,13,6,1,35,1,22,0
3,19,6,1,35,0,35,1
3,16,6,1,35,1,55,0
1,12,6,25,22,1,35,1
2,20,6,3,35,1,55,1
1,18,6,1,35,1,35,1
2,19,6,1,55,1,35,0
1,19,6,2,35,1,35,0
1,20,6,1,18,1,18,0
3,13,6,6,35,1,55,0
1,10,6,75,22,1,22,0
3,20,6,1,35,1,35,0
1,18,6,1,35,1,22,0
3,13,6,1,35,0,65,0
1,12,6,1,35,1,35,1
1,15,5,31,35,1,35,0
1,14,6,1,35,1,35,1
1,21,6,1,35,1,35,0
3,21,6,1,55,1,65,1
1,20,6,4,35,1,55,0
2,21,6,1,35,1,65,0
3,17,6,2,35,1,35,1
2,15,6,1,35,1,65,0
3,18,6,1,35,1,65,1
2,18,6,1,35,0,22,1
1,18,6,1,35,1,35,0
3,20,6,1,55,1,22,0
2,13,6,3,35,1,35,1
2,13,6,2,55,0,65,0
2,18,6,4,18,1,55,0
1,17,6,1,35,0,22,0
1,17,6,2,18,0,55,0
1,14,6,1,22,0,55,1
1,1,5,758,22,0,35,1
3,19,6,2,22,1,22,0
3,21,6,1,22,1,22,1
1,20,6,1,35,1,35,0
3,21,6,1,22,1,35,0
1,2,4,1,55,1,55,0
1,17,6,2,18,1,35,1
2,15,6,1,35,1,55,0
2,17,6,1,65,1,65,0
1,20,6,1,35,0,35,1
1,31,5,21,35,1,35,0
1,17,6,1,55,1,55,1
1,13,6,1,22,0,35,1
1,15,6,1,35,1,55,0
2,18,6,7,35,1,35,1
1,13,6,2,35,1,55,0
1,13,6,2,35,1,18,1
3,17,6,1,35,1,35,1
2,14,6,1,55,1,22,1
1,12,6,1,35,1,35,0
1,13,6,1,35,1,35,0
3,19,6,1,35,1,35,0
1,18,6,2,22,0,35,0
1,18,6,1,22,1,22,0
1,13,6,24,22,1,22,0
1,19,6,1,35,1,35,0
2,17,6,1,35,1,35,0
1,18,6,2,35,1,35,1
2,17,6,1,55,0,35,0
1,20,6,1,35,1,22,0
2,20,6,1,22,1,55,1
2,14,6,2,55,1,35,0
3,17,6,1,55,0,35,1
1,15,6,1,35,1,35,0
1,17,6,1,35,1,35,0
2,12,6,3,35,1,35,1
1,20,6,1,35,1,35,0
1,12,6,1,35,1,35,1
1,19,6,1,35,1,35,0
1,12,6,2,65,0,35,0
1,15,6,1,35,1,35,1
1,12,6,1,55,1,35,0
2,19,6,1,65,1,65,0
2,18,6,1,65,1,65,0
3,21,6,1,22,1,35,0
1,13,6,1,35,0,35,1
3,14,6,1,55,0,55,0
2,20,6,1,55,1,22,0
1,15,6,1,22,0,55,0
1,21,6,1,35,1,35,0
1,17,6,2,22,0,22,0
2,18,6,2,35,1,22,0
1,18,6,1,35,1,35,0
3,16,6,2,22,1,35,0
1,15,6,1,35,1,35,1
1,14,6,1,22,0,55,1
1,19,6,1,22,1,35,1
2,13,6,1,65,1,55,1
2,15,6,1,35,1,35,1
2,16,6,1,22,0,55,0
1,14,6,1,55,1,35,0
1,20,6,1,35,1,35,0
2,21,10,5666,35,0,35,0
1,13,6,2,35,1,35,1
3,16,6,1,55,1,65,1
3,12,6,2,35,1,65,1
3,15,6,3,35,0,22,1
2,19,6,1,55,0,55,0
2,21,6,1,35,0,22,1
2,16,6,1,22,1,35,0
2,21,6,1,55,0,55,1
3,18,6,3,22,1,55,1
1,13,6,2,35,1,55,1
3,18,6,2,35,1,65,1
1,20,6,1,22,1,35,0
3,29,12,4122,35,1,22,1
1,17,6,2,18,1,18,0
1,13,6,1,35,1,35,0
1,13,6,1,35,0,55,0
1,16,6,1,55,1,35,0
3,13,6,2,35,1,35,1
2,17,6,1,55,1,35,0
1,10,6,60,55,1,55,0
1,16,6,1,35,1,35,0
1,13,6,2,35,1,35,0
3,18,6,1,35,1,35,1
1,16,6,2,18,0,35,0
3,20,6,2,35,1,22,0
1,15,6,2,35,0,35,0
1,18,6,2,55,1,35,0
1,16,6,2,35,1,35,1
1,12,6,1,55,1,55,0
1,13,6,1,22,1,22,0
2,13,6,92,55,1,55,0
3,17,6,1,35,1,35,0
3,20,6,1,35,0,35,1
1,20,6,1,35,1,35,0
2,16,6,3,35,0,65,0
2,18,6,1,65,1,65,0
1,17,6,2,35,1,18,1
3,14,6,1,35,1,35,0
1,21,6,1,35,1,35,0
1,15,6,1,35,1,35,0
1,15,6,1,35,1,35,0
2,15,6,32,35,1,55,1
1,12,6,2,55,1,35,1
1,19,6,2,35,1,55,1
2,19,6,1,35,0,35,0
3,21,6,1,35,0,35,0
1,21,6,1,35,0,55,0
1,20,6,1,35,1,35,0
1,21,6,1,55,1,65,0
1,18,6,1,22,0,35,0
2,8,6,1,55,1,35,0
2,21,6,1,55,1,65,1
1,13,6,2,35,0,35,1
1,18,6,1,35,1,35,0
2,21,6,1,35,1,55,0
1,12,6,1,35,1,35,0
1,18,6,1,22,1,35,1
2,17,6,1,18,1,18,0
3,18,6,1,35,1,35,1
3,20,6,1,35,1,35,1
3,21,6,1,35,1,35,0
2,16,6,1,55,1,55,1
1,15,6,2,55,1,35,0
3,15,6,25,35,1,35,0
2,18,6,1,65,0,55,0
2,20,6,19,35,0,35,0
1,16,6,2,35,1,55,1
3,17,6,2,35,1,35,0
2,14,6,2,22,1,22,1
1,14,6,1,35,1,35,0
2,19,6,1,35,1,55,1
3,14,6,1,35,1,55,0
1,18,6,1,22,1,22,1
3,15,6,1,55,1,35,0
2,17,6,1,55,1,55,1
2,19,6,1,55,0,22,0
3,13,6,1,35,1,55,1
3,17,6,1,22,0,35,1
1,13,6,1,35,1,35,1
3,20,6,1,35,1,35,1
3,13,6,1,35,1,35,0
3,17,6,1,18,0,35,0
1,19,6,1,55,1,35,0
3,20,6,1,35,1,55,1
1,12,6,1,55,1,55,0
1,19,6,1,55,1,35,0
2,16,6,1,35,1,35,0
3,13,6,2,35,1,35,0
1,15,6,2,35,0,55,0
1,21,6,1,35,1,55,1
1,14,6,1,35,1,35,0
1,21,6,1,35,1,35,1
2,15,6,1,55,1,55,1
3,8,6,203,55,1,55,1
3,16,6,1,55,1,22,1
3,16,6,1,55,1,22,1
1,20,6,1,35,1,22,0
3,15,6,1,35,1,35,0
1,16,6,1,35,1,35,0
2,20,6,1,55,1,35,1
2,18,6,1,35,1,55,1
1,20,6,1,22,0,22,1
2,18,6,1,35,1,22,1
3,17,6,3,55,0,55,0
1,16,6,1,35,0,65,1
2,20,6,1,35,1,55,1
1,18,6,1,35,1,55,1
1,12,6,128,35,0,35,1
3,19,6,1,22,1,35,1
3,13,6,1,22,1,55,1
1,18,6,1,35,1,35,1
1,20,6,1,35,1,22,0
1,15,6,1,35,1,55,0
1,18,6,2,35,1,55,1
2,21,6,1,65,1,55,1
2,19,6,1,35,1,55,1
2,17,6,1,65,0,55,1
2,13,6,1,35,1,35,0
1,15,6,1,35,0,55,0
3,19,6,1,55,1,35,0
2,14,6,1,35,1,55,0
2,17,6,2,55,1,22,0
2,16,6,1,35,1,35,0
3,17,6,8,35,1,22,0
3,14,6,1,35,1,55,1
3,16,6,2,65,1,55,0
1,17,6,1,35,1,55,0
2,17,6,1,35,1,35,0
1,14,6,2,35,1,55,1
3,12,6,1,55,1,65,0
1,21,6,1,22,1,22,1
2,19,6,1,35,1,35,0
1,20,6,1,35,1,22,0
2,19,6,1,65,1,65,0
3,20,6,1,55,1,55,0
1,17,6,1,22,1,55,1
2,13,6,45,35,1,35,0
3,19,6,2,35,0,35,1
1,15,6,1,35,1,35,0
2,15,6,1,22,1,55,1
1,13,6,1,22,1,35,1
2,15,6,2,35,1,35,1
1,19,6,1,35,1,35,0
1,15,6,1,65,0,35,1
1,13,6,1,35,1,35,1
2,17,6,1,35,1,65,1
1,14,6,1,22,0,35,0
3,14,6,1,55,0,55,0
1,15,6,2,35,1,35,1
1,13,6,1,65,0,55,1
1,14,6,3,35,0,55,0
3,5,6,2,35,1,35,0
2,21,6,1,35,1,35,0
3,20,6,2,35,1,55,0
3,12,6,1,22,1,35,0
3,18,6,1,35,1,35,1
1,16,6,1,35,1,35,1
1,14,6,1,35,0,18,0
2,17,6,2,55,0,35,1
2,4,5,986,35,1,55,0
1,21,6,1,35,1,18,1
2,20,6,1,35,1,35,0
2,17,6,2,35,1,35,0
1,13,6,1,35,1,35,0
1,17,6,1,35,1,35,0
3,16,6,1,35,1,35,1
3,19,6,1,22,1,35,1
2,14,6,1,35,1,18,0
1,15,6,1,35,1,35,1
1,18,6,1,22,0,35,1
1,16,6,1,55,0,65,0
2,29,3,2,22,1,22,0
3,16,6,2,35,1,55,0
1,19,6,2,35,1,35,1
3,12,6,1,35,1,35,0
1,20,6,1,55,1,55,0
2,22,5,1,35,1,55,0
1,21,6,2,35,1,35,0
1,21,6,1,22,1,55,1
1,16,6,1,55,1,35,0
1,16,6,1,35,1,55,0
3,16,6,1,35,1,35,1
1,13,6,1,35,1,22,0
1,14,6,1,18,1,22,1
2,20,6,2,35,1,22,1
1,14,5,5,55,0,55,0
1,16,6,1,35,0,35,1
1,18,6,1,35,1,55,1
3,14,6,1,35,1,55,0
1,12,6,1,35,1,35,0
1,17,1,3625,35,1,55,0
1,20,6,1,22,0,22,0
1,16,6,1,55,1,55,0
1,18,6,1,35,1,35,0
1,21,6,1,35,1,35,1
3,13,6,1,35,1,18,1
1,20,6,1,22,0,22,0
1,18,6,2,35,1,18,0
3,15,6,1,35,1,22,0
2,14,6,2,35,0,55,1
1,14,6,1,35,1,55,1
2,20,6,3,35,1,35,0
2,19,6,2,22,1,22,0
3,20,6,1,35,1,35,1
3,18,6,1,35,1,55,1
2,14,6,2,22,1,22,0
3,20,6,1,55,1,65,1
2,16,6,1,55,1,35,0
2,14,6,1,55,0,55,1
2,17,6,1,55,1,35,1
2,13,6,1,18,1,35,0
3,18,6,1,35,1,35,1
3,18,6,2,35,0,55,1
1,20,6,1,35,1,35,0
2,20,6,2,35,1,55,0
1,17,6,1,35,1,35,0
2,21,6,1,65,0,35,0
1,21,6,1,35,1,35,0
1,11,6,28,55,0,35,1
1,13,6,1,55,0,35,0
1,19,6,1,22,1,22,0
1,13,6,2,35,1,35,1
3,21,6,1,35,1,55,0
2,14,6,1,65,0,65,0
1,1,6,1,55,1,18,0
1,16,6,2,18,1,18,0
1,15,6,1,55,1,55,0
1,16,6,1,22,1,55,0
2,17,6,1,35,0,55,0
3,18,6,2,18,1,35,1
1,16,6,1,22,0,35,1
1,20,6,1,22,0,22,1
1,17,6,1,35,0,35,1
1,21,6,1,55,1,35,0
2,19,6,1,35,1,35,0
2,15,6,1,55,1,35,0
1,14,6,1,35,1,35,1
1,19,6,25,35,0,22,0
1,21,6,1,22,1,18,0
2,20,6,1,22,1,55,0
2,17,6,1,18,1,55,1
1,13,6,2,35,1,22,0
3,6,5,2,55,1,35,0
2,14,6,1,22,0,65,0
1,15,6,1,35,1,22,0
2,7,6,1,22,1,35,1
1,19,6,1,35,1,22,0
1,24,2,2647,22,1,55,1
3,14,6,1,35,1,22,1
1,18,6,1,18,1,55,1
3,16,6,1,22,1,22,0
2,18,6,1,22,1,22,0
1,19,6,1,35,1,55,0
1,19,6,1,55,0,55,1
3,15,6,1,35,1,22,0
1,20,6,1,22,1,35,1
2,13,6,1,55,1,55,0
2,13,6,1,55,1,35,1
1,13,6,3,55,1,55,0
2,5,6,1,35,1,65,0
2,20,6,1,35,1,55,1
2,21,6,1,35,0,35,1
2,15,6,1,35,1,65,1
1,20,6,1,35,1,35,0
2,17,6,3,35,1,35,0
1,19,6,3,35,1,65,1
2,18,6,1,35,0,35,0
1,13,6,1,35,1,35,1
1,14,6,25,35,1,35,0
3,16,6,1,35,1,65,1
3,18,6,1,35,1,65,1
1,17,6,1,55,1,35,1
3,21,6,5,35,0,18,0
1,17,6,1,35,1,35,0
1,19,6,1,55,0,55,1
2,12,6,1,35,1,35,0
1,13,6,1,35,0,55,1
1,20,6,1,22,1,55,1
3,8,6,2,35,1,55,1
2,16,6,1,35,1,55,1
3,20,6,1,55,1,65,0
1,19,6,1,35,1,35,0
1,17,6,2,55,0,35,1
3,10,6,2,35,1,35,1
3,15,6,1,55,1,55,1
1,20,6,1,18,1,55,0
1,15,6,2,22,1,35,0
1,19,6,1,35,1,35,0
3,28,4,1,35,1,22,0
3,14,6,1,35,1,35,0
3,20,6,1,55,1,55,0
3,14,6,1,35,1,35,1
2,15,6,1,55,0,55,0
3,13,6,1,18,0,35,0
2,17,6,1,35,1,55,0
1,13,6,1,22,0,22,0
1,17,6,1,35,1,35,1
2,18,6,1,65,1,65,0
3,20,6,1,35,0,35,1
2,16,6,1,35,1,65,1
1,16,6,11,35,1,35,1
1,18,6,1,55,1,35,0
2,20,6,1,35,1,35,0
3,5,6,1,35,1,55,1
1,19,6,1,22,0,22,0
2,18,6,1,35,1,22,0
3,18,6,2,22,0,35,1
2,21,6,1,35,1,35,0
3,15,6,1,35,0,55,1
2,13,6,1,55,1,35,0
1,28,5,2,35,1,35,0
2,19,6,1,65,1,22,0
2,13,6,2,65,0,55,0
1,14,6,9,22,1,22,0
3,19,6,1,35,0,35,1
1,18,6,3,22,1,55,0
3,19,6,1,35,0,65,0
1,15,6,2,55,1,55,0
2,20,6,1,35,1,35,1
3,21,6,1,35,1,65,1
2,14,6,1,35,1,35,0
2,15,6,3,35,1,35,1
3,12,9,8781295,35,1,35,0
3,16,6,3,22,1,35,0
3,17,6,1,35,1,35,1
3,18,6,1,35,1,22,0
1,16,6,2,35,1,35,0
1,16,6,1,35,1,35,0
3,20,6,1,55,1,35,0
1,11,6,1,65,1,65,0
3,10,6,1,35,1,35,0
1,4,6,1,35,1,35,1
2,11,6,1,55,0,35,1
1,3,6,25,35,1,35,0
3,9,6,1,22,1,55,1
3,5,6,13,22,1,35,1
1,11,6,1,35,1,55,1
2,9,6,1,35,0,65,0
2,7,6,2,35,0,35,1
2,27,5,1,55,1,35,0
3,5,6,1,35,1,18,1
1,6,6,1,35,1,35,0
1,8,6,1,22,1,35,1
1,9,6,1,55,1,55,1
2,6,6,1,35,1,35,0
3,7,6,1,35,1,22,0
3,3,6,1,55,0,35,0
1,7,6,1,35,1,35,1
1,6,6,2,55,1,22,0
2,10,6,1,22,1,22,0
2,6,6,13,55,0,65,0
2,5,6,2,35,1,65,0
1,7,6,1,55,1,35,0
1,4,6,1,55,1,55,1
1,5,6,1,35,1,35,0
1,16,12,4185,22,0,65,0
2,10,6,2,35,1,35,0
1,10,6,2,35,1,35,1
2,4,6,1,22,1,22,0
2,9,6,1,55,1,35,0
1,6,6,2,22,1,22,0
1,6,6,1,35,1,22,0
1,6,6,1,35,0,35,1
1,5,6,2,22,1,35,1
1,9,6,1,22,1,22,1
3,10,6,2,22,1,35,1
1,4,6,1,18,0,22,1
1,11,6,1,18,0,18,0
1,6,6,1,35,1,35,0
1,9,6,1,22,1,35,0
3,29,11,5,22,1,22,0
3,7,6,3,35,1,55,0
3,5,6,1,55,1,65,0
2,5,6,1,35,1,65,0
2,9,6,2,55,1,65,1
3,5,6,1,35,1,35,1
3,6,6,1,35,1,35,0
3,7,6,1,55,1,65,1
1,12,6,1,22,1,55,1
2,11,6,1,35,1,35,1
1,10,6,2,55,1,35,1
2,2,6,2,22,1,35,0
1,3,6,1,35,1,35,1
2,4,6,1,35,1,35,0
2,6,6,1,35,1,55,0
1,8,6,1,22,1,22,1
1,10,6,1,22,1,35,0
1,10,6,1,35,1,22,0
1,10,6,2,35,1,35,0
1,4,6,1,55,1,22,1
3,6,6,1,22,0,22,0
2,10,6,1,35,1,35,0
3,11,6,2,35,1,55,1
2,9,6,2,35,1,35,0
1,17,5,6,35,1,55,1
2,6,6,2,35,1,35,0
3,11,6,1,55,1,35,0
2,11,6,1,35,1,55,0
3,6,6,1,22,1,35,0
2,4,6,1,35,1,55,1
1,5,6,1,35,0,35,0
1,9,6,10,35,1,35,0
1,30,5,1,35,1,35,0
1,6,6,1,35,1,35,1
2,8,6,1,55,1,55,0
3,7,6,1,35,1,35,0
3,9,6,3,22,1,22,1
3,11,6,2,55,0,65,1
2,17,5,515,35,1,35,0
1,10,6,1,22,1,22,0
3,1,6,1,35,1,35,0
2,6,6,1,65,1,55,1
2,12,6,2,55,0,55,0
1,4,6,2,35,1,65,1
1,9,6,2,35,0,18,1
3,10,6,1,22,1,55,1
1,8,6,1,22,1,35,0
3,25,5,1,55,1,35,0
1,11,6,1,35,1,35,1
2,10,6,1,35,1,65,0
2,20,9,15019,55,0,55,0
1,10,6,1,55,1,55,0
2,28,5,1,35,1,55,0
1,11,6,1,55,1,35,0
2,5,6,1,35,1,55,1
2,10,6,1,55,1,55,0
2,2,6,1,35,1,55,1
2,23,5,269,35,1,35,0
3,7,6,8,35,1,35,1
3,9,6,2,35,0,35,0
2,11,6,2,55,1,35,1
2,4,6,1,35,1,22,0
3,6,6,1,35,1,65,0
1,8,6,1,35,1,35,0
1,10,6,1,35,1,18,0
1,6,6,2,35,1,35,1
2,5,6,1,35,1,35,0
2,6,6,1,35,1,35,0
1,5,6,1,35,1,35,1
3,10,6,1,35,0,65,1
1,5,6,1,35,1,22,0
2,10,6,1,55,0,55,1
1,6,6,2,35,1,55,0
1,10,6,1,18,1,55,0
1,6,6,2,22,0,55,0
3,7,6,1,55,1,55,0
1,7,6,1,22,1,55,0
2,10,6,1,55,1,55,0
