# suspect_age,victim_age,suspect_sex,victim_sex,crime_law,day_of_month,month,precinct
25-44,25-44,M,M,VIOLATION,27,2,14
25-44,25-44,M,F,MISDEMEANOR,22,2,19
25-44,45-64,M,M,VIOLATION,22,2,24
25-44,<18,M,M,VIOLATION,25,2,33
25-44,25-44,F,F,VIOLATION,23,2,17
18-24,25-44,M,M,VIOLATION,25,2,1
25-44,45-64,M,F,MISDEMEANOR,20,2,24
18-24,25-44,M,F,MISDEMEANOR,20,2,14
25-44,25-44,M,F,MISDEMEANOR,21,2,34
25-44,25-44,F,M,MISDEMEANOR,20,2,23
25-44,45-64,M,M,FELONY,20,2,18
25-44,65+,M,M,FELONY,28,2,10
25-44,25-44,M,F,FELONY,1,9,24
25-44,45-64,M,M,MISDEMEANOR,22,2,18
25-44,25-44,F,F,MISDEMEANOR,26,2,10
25-44,18-24,M,F,MISDEMEANOR,13,2,6
25-44,25-44,M,M,VIOLATION,23,2,13
25-44,25-44,M,F,VIOLATION,25,2,30
25-44,25-44,M,F,MISDEMEANOR,26,2,34
25-44,25-44,M,F,FELONY,24,2,34
18-24,45-64,M,M,VIOLATION,28,2,5
45-64,45-64,M,F,MISDEMEANOR,26,2,25
25-44,25-44,M,F,MISDEMEANOR,27,2,25
18-24,25-44,M,M,VIOLATION,25,2,18
25-44,45-64,M,F,MISDEMEANOR,22,2,34
45-64,25-44,M,F,MISDEMEANOR,21,2,30
18-24,25-44,M,M,MISDEMEANOR,21,2,22
18-24,18-24,M,F,MISDEMEANOR,23,2,23
25-44,25-44,M,F,FELONY,11,2,19
25-44,25-44,F,M,MISDEMEANOR,24,2,14
18-24,18-24,M,F,VIOLATION,27,2,14
25-44,18-24,M,F,VIOLATION,19,2,9
18-24,18-24,M,M,FELONY,27,2,1
25-44,45-64,M,M,MISDEMEANOR,19,2,24
25-44,25-44,F,M,MISDEMEANOR,12,2,7
45-64,45-64,M,M,MISDEMEANOR,19,2,14
45-64,25-44,M,F,MISDEMEANOR,17,2,26
18-24,18-24,M,F,FELONY,27,2,24
<18,18-24,M,M,MISDEMEANOR,8,2,28
25-44,18-24,F,F,VIOLATION,20,2,24
45-64,25-44,M,F,FELONY,25,2,7
18-24,18-24,M,M,MISDEMEANOR,20,2,18
25-44,25-44,M,F,FELONY,20,2,32
18-24,18-24,M,M,MISDEMEANOR,23,2,14
45-64,25-44,F,M,VIOLATION,1,3,9
45-64,45-64,F,F,VIOLATION,24,2,24
45-64,25-44,M,M,MISDEMEANOR,24,1,25
18-24,25-44,M,M,VIOLATION,10,2,13
25-44,45-64,M,M,MISDEMEANOR,21,2,18
65+,45-64,F,M,VIOLATION,21,2,6
<18,45-64,M,F,VIOLATION,22,2,34
45-64,<18,M,F,VIOLATION,23,2,6
18-24,25-44,F,M,FELONY,23,2,33
45-64,25-44,M,F,FELONY,18,2,26
25-44,45-64,M,M,MISDEMEANOR,20,2,34
25-44,25-44,M,M,FELONY,25,2,18
45-64,25-44,M,F,MISDEMEANOR,21,2,7
25-44,25-44,M,F,VIOLATION,1,3,34
45-64,45-64,M,F,FELONY,1,3,28
25-44,25-44,F,M,MISDEMEANOR,27,2,10
25-44,25-44,M,M,MISDEMEANOR,25,2,23
18-24,<18,M,F,MISDEMEANOR,1,3,20
25-44,25-44,M,F,VIOLATION,15,2,5
18-24,25-44,F,M,MISDEMEANOR,1,3,28
45-64,45-64,M,F,VIOLATION,19,2,24
25-44,25-44,M,M,MISDEMEANOR,26,2,9
25-44,25-44,M,F,VIOLATION,25,2,32
45-64,25-44,F,F,VIOLATION,22,2,26
25-44,25-44,M,F,MISDEMEANOR,26,2,23
25-44,25-44,M,M,MISDEMEANOR,24,2,5
25-44,65+,M,M,FELONY,10,2,14
18-24,18-24,M,M,MISDEMEANOR,26,2,33
45-64,25-44,M,F,VIOLATION,24,2,19
18-24,25-44,F,M,VIOLATION,1,3,23
65+,25-44,F,F,VIOLATION,13,2,17
25-44,25-44,M,F,FELONY,25,2,32
25-44,65+,M,M,VIOLATION,21,2,14
25-44,65+,F,F,FELONY,22,2,25
25-44,25-44,M,M,FELONY,20,2,18
45-64,45-64,M,F,FELONY,28,12,23
18-24,45-64,M,M,MISDEMEANOR,21,2,34
25-44,18-24,M,F,MISDEMEANOR,22,2,30
45-64,25-44,M,F,FELONY,28,2,13
25-44,<18,M,M,MISDEMEANOR,24,2,33
18-24,25-44,M,F,MISDEMEANOR,28,2,9
25-44,45-64,M,M,FELONY,27,2,34
45-64,45-64,F,F,VIOLATION,25,2,14
<18,18-24,M,M,MISDEMEANOR,27,2,32
25-44,25-44,F,F,VIOLATION,24,2,26
25-44,25-44,M,F,MISDEMEANOR,22,2,6
45-64,25-44,M,F,MISDEMEANOR,23,2,25
45-64,45-64,M,F,VIOLATION,28,2,23
25-44,45-64,M,M,FELONY,21,2,14
25-44,25-44,M,M,FELONY,25,2,19
45-64,25-44,F,F,VIOLATION,24,2,14
25-44,25-44,M,M,MISDEMEANOR,1,3,32
25-44,18-24,M,F,VIOLATION,22,2,34
18-24,25-44,M,M,FELONY,28,2,30
25-44,25-44,F,M,MISDEMEANOR,25,2,23
18-24,25-44,M,M,VIOLATION,23,2,14
25-44,25-44,M,F,FELONY,28,2,5
25-44,65+,F,F,FELONY,1,3,24
18-24,45-64,M,F,VIOLATION,19,2,19
25-44,25-44,M,M,FELONY,9,2,19
25-44,25-44,M,F,FELONY,22,2,19
25-44,25-44,M,F,MISDEMEANOR,27,2,20
25-44,25-44,F,M,MISDEMEANOR,26,2,1
25-44,45-64,F,M,MISDEMEANOR,1,3,28
25-44,<18,M,M,MISDEMEANOR,21,2,30
25-44,25-44,M,F,MISDEMEANOR,23,2,20
25-44,45-64,M,M,MISDEMEANOR,26,2,34
18-24,25-44,M,M,FELONY,23,2,28
65+,45-64,M,F,VIOLATION,27,1,24
18-24,18-24,M,F,FELONY,17,2,18
25-44,25-44,F,M,VIOLATION,13,2,10
25-44,25-44,M,M,MISDEMEANOR,13,2,6
18-24,25-44,M,M,MISDEMEANOR,11,2,23
45-64,25-44,F,M,MISDEMEANOR,18,2,24
25-44,25-44,M,F,FELONY,9,2,19
25-44,65+,M,M,FELONY,15,2,23
25-44,65+,M,M,FELONY,13,2,34
45-64,45-64,M,F,VIOLATION,18,2,18
45-64,25-44,M,M,MISDEMEANOR,12,1,5
25-44,25-44,M,F,MISDEMEANOR,8,2,25
25-44,25-44,M,M,MISDEMEANOR,12,2,32
25-44,65+,M,F,VIOLATION,9,2,23
45-64,65+,F,M,MISDEMEANOR,16,2,18
65+,65+,M,F,MISDEMEANOR,9,2,18
25-44,<18,F,F,MISDEMEANOR,12,2,14
25-44,45-64,M,F,VIOLATION,12,2,25
25-44,25-44,M,F,VIOLATION,13,2,24
25-44,25-44,M,M,MISDEMEANOR,10,2,20
25-44,25-44,F,F,MISDEMEANOR,8,2,26
65+,45-64,M,F,VIOLATION,11,2,9
18-24,45-64,M,F,FELONY,14,2,14
25-44,25-44,M,F,MISDEMEANOR,17,2,34
18-24,25-44,F,F,VIOLATION,17,2,13
25-44,25-44,M,F,MISDEMEANOR,13,2,7
18-24,25-44,M,M,FELONY,13,2,34
45-64,25-44,M,M,MISDEMEANOR,14,1,5
45-64,25-44,M,M,VIOLATION,14,2,19
18-24,18-24,M,F,VIOLATION,4,2,9
25-44,45-64,F,F,VIOLATION,10,2,20
45-64,25-44,M,F,FELONY,13,2,19
25-44,25-44,F,F,MISDEMEANOR,17,2,9
<18,18-24,F,M,FELONY,15,2,13
45-64,45-64,M,F,MISDEMEANOR,13,2,10
18-24,65+,M,M,FELONY,15,2,13
45-64,45-64,M,F,FELONY,13,2,28
25-44,18-24,M,M,MISDEMEANOR,8,2,23
25-44,25-44,M,F,MISDEMEANOR,8,2,23
25-44,45-64,M,F,FELONY,17,2,14
25-44,25-44,M,M,FELONY,9,2,14
25-44,25-44,F,F,VIOLATION,7,2,24
25-44,45-64,M,F,MISDEMEANOR,10,2,32
65+,65+,M,F,FELONY,13,2,19
25-44,45-64,M,M,MISDEMEANOR,14,2,19
25-44,25-44,F,F,VIOLATION,19,2,33
65+,65+,M,M,VIOLATION,30,1,28
25-44,45-64,M,F,VIOLATION,13,2,19
45-64,45-64,M,F,MISDEMEANOR,11,2,24
25-44,25-44,M,F,FELONY,23,1,23
18-24,45-64,M,M,VIOLATION,10,2,18
<18,45-64,M,F,MISDEMEANOR,17,2,32
45-64,25-44,M,F,VIOLATION,12,2,14
25-44,<18,M,M,MISDEMEANOR,15,2,32
25-44,18-24,M,M,FELONY,19,2,33
45-64,25-44,M,F,FELONY,12,2,6
18-24,18-24,M,F,MISDEMEANOR,14,2,23
45-64,25-44,F,F,MISDEMEANOR,16,2,7
25-44,18-24,M,F,FELONY,2,1,10
<18,25-44,M,F,VIOLATION,11,2,25
25-44,25-44,M,M,VIOLATION,12,2,18
18-24,25-44,F,M,FELONY,14,2,32
25-44,25-44,M,F,VIOLATION,13,2,23
25-44,25-44,F,F,VIOLATION,14,2,17
25-44,25-44,M,F,MISDEMEANOR,9,2,19
25-44,25-44,M,M,FELONY,13,2,1
18-24,18-24,M,F,MISDEMEANOR,18,2,34
45-64,18-24,M,M,MISDEMEANOR,14,1,9
25-44,18-24,M,F,VIOLATION,28,1,18
45-64,25-44,F,M,VIOLATION,10,2,30
25-44,25-44,M,M,VIOLATION,12,2,6
25-44,45-64,M,M,MISDEMEANOR,12,2,5
45-64,25-44,M,F,MISDEMEANOR,18,2,34
25-44,25-44,M,F,FELONY,9,2,34
25-44,25-44,M,F,MISDEMEANOR,15,2,13
18-24,18-24,M,F,MISDEMEANOR,9,2,34
18-24,25-44,M,M,MISDEMEANOR,9,2,1
25-44,45-64,M,F,MISDEMEANOR,12,2,20
18-24,25-44,F,F,FELONY,16,2,6
18-24,18-24,M,F,FELONY,10,2,33
45-64,25-44,M,F,MISDEMEANOR,29,1,9
45-64,45-64,M,M,VIOLATION,17,2,5
18-24,25-44,M,M,MISDEMEANOR,8,2,33
25-44,<18,F,F,FELONY,10,2,33
25-44,25-44,F,M,MISDEMEANOR,1,1,7
25-44,25-44,F,M,MISDEMEANOR,18,2,23
45-64,45-64,F,M,MISDEMEANOR,13,2,24
45-64,18-24,F,F,MISDEMEANOR,12,2,7
45-64,45-64,F,F,VIOLATION,15,2,5
25-44,45-64,M,F,VIOLATION,12,2,20
45-64,25-44,M,F,FELONY,16,2,32
25-44,25-44,M,M,VIOLATION,17,2,30
25-44,25-44,M,F,MISDEMEANOR,18,2,7
45-64,25-44,M,M,FELONY,11,2,6
18-24,25-44,M,M,VIOLATION,4,2,23
25-44,25-44,M,F,FELONY,12,2,23
25-44,45-64,M,M,FELONY,14,2,14
45-64,45-64,M,M,VIOLATION,18,1,7
25-44,25-44,M,M,VIOLATION,10,2,30
25-44,25-44,F,M,FELONY,11,2,34
25-44,25-44,M,F,MISDEMEANOR,13,2,10
<18,25-44,M,M,VIOLATION,14,2,14
25-44,25-44,M,F,MISDEMEANOR,15,2,32
45-64,18-24,M,M,VIOLATION,1,2,19
25-44,25-44,F,M,MISDEMEANOR,17,2,7
45-64,25-44,M,F,VIOLATION,9,2,9
25-44,25-44,M,F,VIOLATION,14,2,14
25-44,25-44,M,F,MISDEMEANOR,14,2,10
<18,25-44,M,F,FELONY,10,2,28
25-44,18-24,F,F,VIOLATION,18,2,32
18-24,25-44,M,M,MISDEMEANOR,17,2,9
25-44,<18,F,M,MISDEMEANOR,11,2,32
25-44,45-64,M,F,VIOLATION,13,2,30
25-44,18-24,M,F,MISDEMEANOR,13,2,6
25-44,25-44,F,F,VIOLATION,19,2,6
45-64,25-44,M,M,FELONY,12,2,28
25-44,25-44,M,M,MISDEMEANOR,12,2,30
25-44,45-64,F,M,VIOLATION,30,1,34
18-24,18-24,F,M,MISDEMEANOR,26,12,32
25-44,18-24,M,F,VIOLATION,12,2,25
18-24,45-64,F,F,VIOLATION,16,2,7
45-64,65+,F,F,VIOLATION,10,2,9
45-64,18-24,M,M,FELONY,9,2,23
25-44,25-44,M,F,MISDEMEANOR,16,2,23
25-44,18-24,M,M,MISDEMEANOR,8,2,24
25-44,25-44,M,F,VIOLATION,5,2,5
45-64,18-24,M,F,VIOLATION,16,2,19
25-44,25-44,M,F,VIOLATION,16,2,5
25-44,25-44,F,F,VIOLATION,9,2,28
25-44,<18,F,M,FELONY,15,2,32
25-44,25-44,F,M,MISDEMEANOR,16,2,32
<18,25-44,F,M,VIOLATION,14,2,24
18-24,18-24,M,F,MISDEMEANOR,17,2,23
25-44,45-64,M,F,VIOLATION,6,2,24
25-44,25-44,M,F,MISDEMEANOR,8,2,33
18-24,25-44,F,F,VIOLATION,18,2,32
25-44,45-64,M,M,FELONY,14,2,14
18-24,25-44,M,M,VIOLATION,18,2,18
25-44,25-44,M,M,VIOLATION,12,2,18
25-44,45-64,M,M,MISDEMEANOR,19,2,14
25-44,25-44,M,M,FELONY,15,2,13
25-44,25-44,M,F,MISDEMEANOR,15,2,23
18-24,18-24,M,F,FELONY,9,2,34
18-24,25-44,F,F,VIOLATION,13,2,7
25-44,25-44,M,M,MISDEMEANOR,4,2,25
18-24,18-24,M,F,MISDEMEANOR,8,2,32
25-44,25-44,M,M,MISDEMEANOR,18,2,9
25-44,25-44,M,F,MISDEMEANOR,12,2,14
25-44,<18,F,F,MISDEMEANOR,10,2,1
45-64,25-44,M,M,MISDEMEANOR,11,2,9
25-44,25-44,F,F,FELONY,12,2,26
25-44,45-64,F,F,VIOLATION,19,2,23
25-44,45-64,M,F,VIOLATION,8,2,23
25-44,25-44,M,M,MISDEMEANOR,15,2,13
25-44,65+,M,F,MISDEMEANOR,11,2,34
45-64,45-64,M,M,FELONY,17,2,14
25-44,<18,M,F,VIOLATION,29,1,19
45-64,45-64,M,M,MISDEMEANOR,13,2,24
25-44,65+,M,F,VIOLATION,1,2,13
25-44,25-44,M,F,MISDEMEANOR,26,1,33
25-44,45-64,M,M,MISDEMEANOR,13,2,9
25-44,45-64,F,F,VIOLATION,6,2,25
45-64,45-64,M,M,VIOLATION,3,2,1
25-44,65+,M,F,FELONY,16,2,18
25-44,65+,M,F,VIOLATION,16,2,17
25-44,25-44,F,M,FELONY,15,2,26
25-44,<18,M,F,VIOLATION,11,2,28
18-24,45-64,M,M,MISDEMEANOR,18,2,7
25-44,<18,M,F,MISDEMEANOR,29,1,28
25-44,25-44,M,F,MISDEMEANOR,12,2,32
45-64,25-44,M,F,MISDEMEANOR,14,2,19
18-24,25-44,F,M,MISDEMEANOR,3,2,22
25-44,25-44,F,M,MISDEMEANOR,18,2,34
45-64,25-44,M,M,VIOLATION,13,2,10
25-44,45-64,M,F,MISDEMEANOR,18,2,28
25-44,18-24,M,M,FELONY,11,2,24
25-44,25-44,M,F,FELONY,13,2,32
45-64,25-44,M,M,VIOLATION,1,3,34
25-44,65+,M,M,MISDEMEANOR,12,2,6
45-64,45-64,M,F,FELONY,16,2,18
45-64,45-64,M,F,MISDEMEANOR,26,1,28
25-44,18-24,M,F,MISDEMEANOR,16,2,23
25-44,18-24,M,F,FELONY,15,2,30
25-44,25-44,M,M,MISDEMEANOR,9,1,10
25-44,45-64,M,F,VIOLATION,15,2,32
25-44,25-44,M,F,MISDEMEANOR,10,2,26
18-24,45-64,M,F,VIOLATION,17,2,22
45-64,25-44,M,F,VIOLATION,1,11,18
45-64,25-44,M,M,VIOLATION,10,2,24
25-44,25-44,F,F,VIOLATION,12,2,14
25-44,18-24,M,F,MISDEMEANOR,12,2,25
25-44,45-64,M,M,FELONY,13,2,1
25-44,<18,M,M,MISDEMEANOR,13,2,7
18-24,<18,M,F,MISDEMEANOR,15,2,23
25-44,25-44,M,M,FELONY,13,2,24
25-44,25-44,M,M,MISDEMEANOR,9,2,13
18-24,25-44,F,M,MISDEMEANOR,29,1,14
<18,45-64,M,F,VIOLATION,11,2,7
25-44,25-44,M,F,VIOLATION,9,2,13
25-44,65+,M,F,MISDEMEANOR,14,2,34
45-64,45-64,M,F,VIOLATION,11,2,26
25-44,18-24,M,M,MISDEMEANOR,10,2,32
45-64,25-44,M,F,MISDEMEANOR,16,2,20
25-44,25-44,M,F,FELONY,15,2,32
25-44,45-64,M,M,VIOLATION,14,2,34
<18,25-44,F,F,VIOLATION,10,2,13
25-44,25-44,M,F,VIOLATION,17,2,18
45-64,25-44,M,F,MISDEMEANOR,16,2,14
18-24,65+,M,M,VIOLATION,9,2,28
45-64,45-64,F,F,MISDEMEANOR,17,2,33
<18,25-44,M,M,MISDEMEANOR,17,2,18
45-64,25-44,M,F,MISDEMEANOR,13,2,13
25-44,25-44,M,F,MISDEMEANOR,16,2,7
25-44,45-64,M,M,MISDEMEANOR,18,2,9
18-24,25-44,M,M,MISDEMEANOR,13,2,18
45-64,45-64,M,F,MISDEMEANOR,14,2,23
45-64,65+,M,M,FELONY,13,2,20
18-24,45-64,M,F,MISDEMEANOR,9,2,1
25-44,25-44,M,F,FELONY,10,2,10
18-24,45-64,M,M,MISDEMEANOR,13,2,14
25-44,25-44,M,M,MISDEMEANOR,9,2,20
18-24,25-44,M,M,FELONY,8,2,33
45-64,45-64,M,M,VIOLATION,18,2,9
25-44,45-64,M,M,MISDEMEANOR,10,2,14
25-44,25-44,M,F,MISDEMEANOR,15,2,26
25-44,25-44,M,F,VIOLATION,19,2,19
45-64,45-64,M,F,VIOLATION,9,2,34
45-64,25-44,M,M,VIOLATION,1,3,34
25-44,25-44,M,F,MISDEMEANOR,12,2,32
25-44,25-44,F,F,VIOLATION,4,2,20
45-64,45-64,M,M,MISDEMEANOR,9,2,23
18-24,18-24,M,F,VIOLATION,11,2,32
25-44,25-44,M,M,MISDEMEANOR,8,2,13
45-64,45-64,F,M,VIOLATION,17,2,19
18-24,45-64,F,F,MISDEMEANOR,16,2,23
18-24,18-24,M,F,MISDEMEANOR,9,2,10
18-24,25-44,M,F,MISDEMEANOR,17,2,24
25-44,18-24,M,F,VIOLATION,11,2,28
<18,25-44,M,F,VIOLATION,13,2,23
25-44,45-64,F,F,FELONY,10,2,28
25-44,25-44,M,M,MISDEMEANOR,17,2,28
25-44,<18,M,F,FELONY,14,2,24
18-24,25-44,M,M,FELONY,8,2,19
65+,45-64,M,M,MISDEMEANOR,13,2,28
45-64,18-24,M,F,MISDEMEANOR,28,1,30
25-44,<18,F,M,VIOLATION,13,2,23
45-64,45-64,M,M,VIOLATION,9,2,13
25-44,18-24,M,F,MISDEMEANOR,14,2,24
25-44,25-44,M,F,FELONY,5,2,7
25-44,65+,M,F,VIOLATION,16,2,33
25-44,<18,M,F,VIOLATION,12,2,13
25-44,25-44,F,F,FELONY,15,2,13
18-24,45-64,M,M,VIOLATION,14,2,32
25-44,18-24,M,F,VIOLATION,18,2,32
18-24,18-24,M,F,MISDEMEANOR,16,2,1
45-64,<18,M,F,MISDEMEANOR,1,3,32
45-64,45-64,M,M,VIOLATION,9,2,24
25-44,18-24,F,M,FELONY,10,2,14
25-44,45-64,F,F,VIOLATION,12,2,17
45-64,25-44,M,M,VIOLATION,12,2,23
25-44,25-44,M,M,MISDEMEANOR,13,2,24
45-64,45-64,M,F,MISDEMEANOR,17,2,32
45-64,25-44,M,M,MISDEMEANOR,12,2,28
25-44,25-44,M,M,MISDEMEANOR,8,2,34
25-44,18-24,M,F,MISDEMEANOR,5,2,25
25-44,25-44,M,M,MISDEMEANOR,13,2,33
25-44,45-64,F,M,MISDEMEANOR,10,2,23
25-44,25-44,M,F,MISDEMEANOR,18,2,7
45-64,65+,F,M,VIOLATION,11,2,9
45-64,18-24,F,M,FELONY,17,2,32
25-44,25-44,M,F,MISDEMEANOR,9,2,25
25-44,18-24,M,F,VIOLATION,18,2,25
18-24,<18,F,M,MISDEMEANOR,9,2,23
25-44,18-24,F,F,MISDEMEANOR,5,10,14
25-44,18-24,M,F,FELONY,15,2,33
25-44,25-44,M,M,MISDEMEANOR,17,2,7
25-44,25-44,M,M,VIOLATION,9,2,14
45-64,25-44,M,F,VIOLATION,17,2,25
25-44,25-44,F,M,MISDEMEANOR,13,2,13
45-64,18-24,M,F,FELONY,11,2,28
18-24,65+,M,M,FELONY,12,2,34
25-44,65+,F,F,VIOLATION,11,2,19
45-64,18-24,M,M,FELONY,13,2,7
25-44,25-44,F,F,MISDEMEANOR,17,6,32
25-44,25-44,M,F,FELONY,18,2,32
25-44,18-24,M,F,VIOLATION,11,2,23
25-44,25-44,M,F,MISDEMEANOR,9,2,23
25-44,25-44,M,F,MISDEMEANOR,10,2,9
18-24,25-44,F,F,MISDEMEANOR,14,2,32
25-44,25-44,F,F,MISDEMEANOR,14,2,9
25-44,25-44,M,F,VIOLATION,14,2,34
<18,45-64,M,F,VIOLATION,17,2,28
25-44,25-44,F,F,MISDEMEANOR,10,2,13
25-44,18-24,F,M,VIOLATION,18,2,30
25-44,45-64,M,M,VIOLATION,10,2,32
25-44,18-24,M,M,FELONY,17,2,14
45-64,45-64,M,M,FELONY,13,2,19
45-64,45-64,M,F,VIOLATION,8,2,28
25-44,45-64,F,M,MISDEMEANOR,10,2,9
25-44,18-24,M,F,MISDEMEANOR,9,2,24
18-24,25-44,F,F,MISDEMEANOR,17,2,13
25-44,25-44,M,F,MISDEMEANOR,1,11,28
25-44,<18,F,M,VIOLATION,15,2,25
25-44,25-44,F,M,MISDEMEANOR,8,2,26
18-24,65+,M,F,FELONY,16,2,26
25-44,25-44,M,M,MISDEMEANOR,18,2,10
25-44,65+,M,F,FELONY,19,2,33
45-64,25-44,M,F,VIOLATION,16,2,28
25-44,25-44,F,F,MISDEMEANOR,8,1,9
25-44,25-44,M,F,FELONY,6,2,20
25-44,18-24,M,F,MISDEMEANOR,19,2,18
18-24,25-44,F,F,MISDEMEANOR,10,2,14
25-44,25-44,M,M,VIOLATION,17,2,23
45-64,45-64,M,M,FELONY,16,2,7
18-24,18-24,M,M,MISDEMEANOR,10,2,24
18-24,25-44,M,M,MISDEMEANOR,14,2,18
25-44,25-44,M,F,MISDEMEANOR,9,2,18
25-44,25-44,F,M,MISDEMEANOR,13,2,30
25-44,25-44,M,F,VIOLATION,10,2,13
25-44,25-44,F,F,MISDEMEANOR,11,2,1
25-44,45-64,F,M,VIOLATION,19,2,30
25-44,25-44,M,F,FELONY,6,2,33
25-44,18-24,M,M,VIOLATION,16,2,14
25-44,45-64,M,M,VIOLATION,13,2,14
<18,45-64,M,M,MISDEMEANOR,15,2,23
25-44,25-44,M,M,FELONY,16,2,18
25-44,25-44,M,F,FELONY,18,2,24
25-44,<18,M,F,VIOLATION,13,2,13
45-64,45-64,F,F,MISDEMEANOR,17,2,33
25-44,45-64,M,F,VIOLATION,17,2,14
65+,45-64,M,M,VIOLATION,19,2,14
25-44,25-44,M,M,FELONY,17,2,25
25-44,25-44,M,M,VIOLATION,12,2,18
25-44,25-44,F,F,FELONY,10,2,28
25-44,25-44,M,F,VIOLATION,18,2,25
25-44,25-44,M,F,FELONY,14,2,32
18-24,25-44,F,M,VIOLATION,16,2,23
18-24,18-24,M,F,MISDEMEANOR,13,2,32
25-44,45-64,F,F,MISDEMEANOR,17,2,26
25-44,18-24,M,F,MISDEMEANOR,6,2,28
25-44,25-44,F,M,MISDEMEANOR,8,2,26
45-64,<18,M,M,MISDEMEANOR,10,2,34
25-44,25-44,M,F,VIOLATION,14,2,18
45-64,25-44,M,F,VIOLATION,16,2,32
45-64,45-64,M,F,MISDEMEANOR,9,2,13
45-64,25-44,M,M,MISDEMEANOR,11,2,28
45-64,25-44,F,M,FELONY,14,2,19
25-44,45-64,F,F,MISDEMEANOR,18,2,32
25-44,25-44,M,M,VIOLATION,5,2,24
25-44,65+,M,F,VIOLATION,17,2,23
45-64,65+,M,M,FELONY,13,2,28
25-44,65+,M,M,FELONY,12,2,30
18-24,45-64,M,F,VIOLATION,9,2,32
45-64,25-44,M,F,MISDEMEANOR,9,2,34
25-44,25-44,M,F,FELONY,23,10,1
25-44,45-64,M,M,VIOLATION,18,2,30
25-44,25-44,M,F,MISDEMEANOR,18,2,28
25-44,25-44,M,F,VIOLATION,7,2,25
25-44,25-44,M,F,FELONY,10,2,30
25-44,45-64,F,M,VIOLATION,13,2,20
25-44,18-24,M,F,MISDEMEANOR,17,2,23
65+,65+,F,M,VIOLATION,15,2,20
25-44,45-64,M,M,FELONY,14,2,34
25-44,25-44,M,F,MISDEMEANOR,13,1,23
25-44,25-44,M,M,VIOLATION,15,2,19
45-64,25-44,M,M,FELONY,11,2,18
25-44,25-44,M,M,FELONY,13,2,17
18-24,18-24,M,F,VIOLATION,10,2,19
25-44,25-44,M,F,MISDEMEANOR,9,2,9
25-44,45-64,M,M,VIOLATION,18,2,1
18-24,18-24,M,F,VIOLATION,6,2,23
25-44,<18,M,F,MISDEMEANOR,10,2,25
25-44,45-64,F,F,MISDEMEANOR,16,2,23
25-44,25-44,F,M,FELONY,14,2,14
25-44,25-44,F,M,MISDEMEANOR,12,2,10
25-44,25-44,M,F,MISDEMEANOR,12,2,9
25-44,25-44,M,F,VIOLATION,8,2,34
25-44,25-44,F,M,MISDEMEANOR,9,2,23
25-44,25-44,M,F,VIOLATION,13,2,33
45-64,25-44,M,F,FELONY,19,2,14
18-24,18-24,M,M,MISDEMEANOR,13,2,26
25-44,45-64,F,F,FELONY,18,2,32
25-44,45-64,M,M,FELONY,16,2,14
45-64,25-44,M,F,VIOLATION,13,2,1
25-44,25-44,M,F,MISDEMEANOR,12,2,19
25-44,25-44,M,F,MISDEMEANOR,16,2,14
25-44,18-24,M,M,VIOLATION,16,2,23
25-44,25-44,M,F,FELONY,11,2,23
25-44,25-44,M,F,MISDEMEANOR,18,2,18
25-44,45-64,M,M,FELONY,14,2,32
25-44,25-44,M,M,MISDEMEANOR,16,2,13
18-24,65+,M,F,FELONY,10,2,19
45-64,45-64,M,F,VIOLATION,12,2,33
25-44,25-44,M,F,VIOLATION,11,2,32
25-44,25-44,M,F,VIOLATION,18,2,33
18-24,<18,M,F,VIOLATION,18,2,10
25-44,45-64,F,F,MISDEMEANOR,9,2,25
25-44,25-44,F,M,MISDEMEANOR,17,2,28
25-44,25-44,M,F,MISDEMEANOR,9,2,20
45-64,25-44,M,M,MISDEMEANOR,17,2,14
18-24,18-24,F,F,MISDEMEANOR,18,2,28
25-44,18-24,M,F,VIOLATION,10,1,14
25-44,45-64,M,M,VIOLATION,17,2,10
25-44,25-44,M,F,VIOLATION,19,2,28
25-44,45-64,M,M,FELONY,8,2,9
65+,25-44,M,M,VIOLATION,1,3,34
25-44,65+,M,F,MISDEMEANOR,14,2,32
45-64,45-64,F,M,MISDEMEANOR,17,2,25
25-44,25-44,M,F,VIOLATION,12,2,14
25-44,25-44,F,M,MISDEMEANOR,12,2,34
25-44,25-44,M,F,VIOLATION,15,2,14
45-64,25-44,M,F,VIOLATION,12,2,6
25-44,45-64,M,F,MISDEMEANOR,10,2,14
45-64,25-44,M,F,FELONY,10,2,9
18-24,25-44,F,F,VIOLATION,15,2,26
25-44,25-44,M,M,MISDEMEANOR,15,2,7
25-44,25-44,F,M,VIOLATION,19,2,9
45-64,45-64,M,M,FELONY,11,2,17
45-64,45-64,M,M,FELONY,13,2,32
45-64,65+,M,M,VIOLATION,16,2,14
25-44,25-44,F,F,MISDEMEANOR,19,2,18
45-64,45-64,M,F,MISDEMEANOR,13,2,23
18-24,<18,M,F,FELONY,13,2,19
25-44,45-64,M,M,MISDEMEANOR,18,2,17
25-44,25-44,F,M,MISDEMEANOR,15,2,10
65+,45-64,M,M,MISDEMEANOR,18,2,18
25-44,25-44,M,F,MISDEMEANOR,14,2,14
25-44,25-44,M,F,VIOLATION,14,2,23
25-44,25-44,M,M,VIOLATION,9,2,14
45-64,18-24,M,M,VIOLATION,16,2,30
25-44,45-64,M,M,VIOLATION,9,2,14
