# suspect_age,victim_age,suspect_sex,victim_sex,crime_law,day_of_month,month,precinct
25-44,25-44,M,F,MISDEMEANOR,4,3,30
25-44,25-44,M,M,MISDEMEANOR,2,3,14
25-44,25-44,F,F,MISDEMEANOR,4,3,14
18-24,25-44,M,F,VIOLATION,5,3,30
25-44,25-44,F,M,MISDEMEANOR,5,3,10
<18,45-64,M,F,FELONY,7,3,19
25-44,25-44,M,F,MISDEMEANOR,11,3,34
65+,25-44,M,M,MISDEMEANOR,1,3,6
45-64,45-64,M,M,FELONY,11,3,17
45-64,25-44,F,F,MISDEMEANOR,11,3,30
25-44,25-44,M,F,VIOLATION,5,3,7
18-24,<18,M,M,MISDEMEANOR,24,2,6
25-44,25-44,F,F,VIOLATION,5,3,23
45-64,18-24,F,F,MISDEMEANOR,3,3,26
25-44,25-44,M,M,VIOLATION,3,3,7
45-64,65+,M,M,FELONY,11,3,33
18-24,45-64,M,M,MISDEMEANOR,5,3,10
25-44,45-64,M,F,VIOLATION,3,3,34
25-44,25-44,M,M,VIOLATION,3,3,13
25-44,25-44,M,F,FELONY,1,3,7
25-44,25-44,M,F,MISDEMEANOR,28,2,18
25-44,25-44,M,M,MISDEMEANOR,27,2,32
25-44,25-44,M,F,VIOLATION,15,2,34
18-24,45-64,M,F,MISDEMEANOR,10,3,30
65+,25-44,M,F,MISDEMEANOR,4,3,20
45-64,25-44,M,F,FELONY,2,3,26
25-44,25-44,M,M,VIOLATION,17,5,1
18-24,25-44,M,F,MISDEMEANOR,11,3,26
25-44,25-44,M,F,MISDEMEANOR,2,3,14
<18,25-44,F,F,VIOLATION,1,3,10
25-44,45-64,F,F,VIOLATION,10,3,20
45-64,25-44,M,F,MISDEMEANOR,28,2,25
25-44,25-44,M,M,MISDEMEANOR,6,3,30
45-64,25-44,M,F,VIOLATION,10,3,23
25-44,25-44,M,M,FELONY,11,3,10
25-44,45-64,M,F,VIOLATION,7,3,14
25-44,65+,M,F,FELONY,2,3,17
25-44,25-44,M,M,MISDEMEANOR,9,3,33
18-24,18-24,F,F,VIOLATION,4,3,1
65+,25-44,M,F,MISDEMEANOR,3,3,20
25-44,45-64,M,M,VIOLATION,10,3,20
18-24,45-64,F,M,VIOLATION,3,3,14
18-24,25-44,M,M,MISDEMEANOR,4,3,18
25-44,45-64,F,F,MISDEMEANOR,8,3,14
18-24,25-44,F,F,MISDEMEANOR,23,2,23
25-44,25-44,M,M,MISDEMEANOR,6,3,18
18-24,45-64,M,M,MISDEMEANOR,7,3,18
25-44,25-44,M,F,FELONY,6,3,6
25-44,25-44,F,F,MISDEMEANOR,10,3,34
25-44,25-44,M,F,MISDEMEANOR,1,3,19
25-44,25-44,M,F,MISDEMEANOR,7,3,10
25-44,45-64,M,M,MISDEMEANOR,2,3,23
25-44,18-24,F,F,MISDEMEANOR,1,3,32
18-24,45-64,M,M,FELONY,10,3,18
25-44,45-64,M,M,FELONY,3,3,7
45-64,18-24,F,M,VIOLATION,22,2,20
18-24,25-44,M,F,MISDEMEANOR,5,3,18
25-44,45-64,M,M,MISDEMEANOR,10,3,18
<18,18-24,F,F,MISDEMEANOR,6,3,24
25-44,25-44,F,F,MISDEMEANOR,5,3,18
<18,25-44,M,F,VIOLATION,2,3,28
<18,<18,F,F,MISDEMEANOR,6,3,9
25-44,45-64,M,M,MISDEMEANOR,2,3,14
45-64,25-44,M,M,VIOLATION,10,11,22
25-44,25-44,M,F,MISDEMEANOR,27,2,32
25-44,45-64,F,M,FELONY,21,2,14
25-44,45-64,F,F,MISDEMEANOR,25,7,6
25-44,45-64,M,M,FELONY,25,2,14
18-24,18-24,M,M,MISDEMEANOR,28,2,10
25-44,25-44,M,M,VIOLATION,22,2,18
45-64,25-44,M,F,MISDEMEANOR,28,2,33
25-44,25-44,M,M,VIOLATION,24,2,17
25-44,25-44,M,F,VIOLATION,24,2,32
18-24,18-24,M,F,FELONY,25,2,6
25-44,25-44,M,F,MISDEMEANOR,19,2,30
25-44,18-24,M,F,VIOLATION,1,3,30
18-24,45-64,M,F,VIOLATION,26,2,7
45-64,45-64,M,F,MISDEMEANOR,23,2,13
25-44,25-44,M,F,VIOLATION,20,2,23
45-64,65+,F,F,FELONY,27,2,34
45-64,25-44,M,M,VIOLATION,23,2,17
25-44,18-24,F,F,MISDEMEANOR,23,2,28
25-44,25-44,M,M,FELONY,22,2,10
18-24,45-64,F,M,VIOLATION,27,2,14
<18,18-24,M,M,MISDEMEANOR,1,3,10
25-44,18-24,M,M,MISDEMEANOR,21,2,22
25-44,45-64,F,M,VIOLATION,24,2,19
25-44,45-64,M,M,VIOLATION,22,2,33
25-44,45-64,M,M,MISDEMEANOR,24,2,5
25-44,25-44,M,F,MISDEMEANOR,27,2,14
18-24,18-24,M,F,MISDEMEANOR,8,2,33
25-44,25-44,M,M,VIOLATION,20,5,25
25-44,25-44,F,M,FELONY,25,2,28
25-44,18-24,M,M,FELONY,19,2,9
65+,65+,M,F,MISDEMEANOR,1,3,19
45-64,65+,M,F,MISDEMEANOR,20,2,20
18-24,25-44,F,F,VIOLATION,21,2,30
45-64,25-44,M,F,VIOLATION,23,2,32
25-44,45-64,M,F,VIOLATION,20,2,28
25-44,25-44,M,M,MISDEMEANOR,27,2,19
18-24,25-44,M,M,MISDEMEANOR,25,2,28
<18,<18,M,F,FELONY,25,2,13
18-24,18-24,M,F,MISDEMEANOR,21,2,5
25-44,25-44,M,F,MISDEMEANOR,19,2,25
45-64,45-64,F,F,MISDEMEANOR,24,2,28
65+,25-44,F,F,VIOLATION,21,2,34
25-44,25-44,M,M,FELONY,4,2,14
25-44,25-44,M,F,MISDEMEANOR,28,2,23
25-44,25-44,M,F,MISDEMEANOR,1,3,13
25-44,25-44,M,F,FELONY,22,2,24
25-44,25-44,M,M,VIOLATION,1,1,5
25-44,25-44,M,F,FELONY,23,2,19
18-24,45-64,M,M,VIOLATION,25,2,13
25-44,45-64,M,M,MISDEMEANOR,21,2,33
25-44,25-44,M,F,FELONY,28,2,24
25-44,45-64,M,F,VIOLATION,14,2,32
25-44,25-44,M,F,VIOLATION,13,2,32
45-64,65+,M,F,VIOLATION,23,2,34
45-64,45-64,F,F,VIOLATION,21,2,30
25-44,45-64,F,F,FELONY,8,2,14
45-64,18-24,M,F,VIOLATION,9,2,9
25-44,25-44,M,M,FELONY,22,2,30
25-44,45-64,F,M,FELONY,21,2,32
45-64,25-44,M,F,MISDEMEANOR,28,2,14
<18,45-64,M,F,VIOLATION,1,3,7
25-44,45-64,M,M,FELONY,27,2,24
25-44,18-24,M,M,VIOLATION,22,2,32
25-44,18-24,M,M,VIOLATION,27,2,18
18-24,18-24,M,M,FELONY,24,2,34
25-44,25-44,M,M,VIOLATION,1,3,13
25-44,25-44,M,F,VIOLATION,22,2,28
25-44,65+,M,F,MISDEMEANOR,26,2,23
18-24,25-44,M,M,FELONY,16,2,5
25-44,45-64,M,M,FELONY,23,2,25
25-44,65+,F,F,VIOLATION,21,2,17
18-24,18-24,F,F,MISDEMEANOR,27,2,13
18-24,45-64,F,F,FELONY,28,1,25
18-24,45-64,F,F,MISDEMEANOR,25,2,33
<18,25-44,M,F,VIOLATION,22,2,25
45-64,45-64,M,M,FELONY,23,2,18
<18,65+,M,M,FELONY,26,2,24
18-24,25-44,M,F,VIOLATION,7,2,9
45-64,25-44,M,M,VIOLATION,9,2,17
25-44,45-64,M,M,MISDEMEANOR,24,2,13
65+,25-44,F,F,VIOLATION,23,2,30
18-24,25-44,M,F,FELONY,24,1,25
25-44,25-44,M,F,MISDEMEANOR,27,2,5
45-64,65+,F,F,VIOLATION,15,2,9
25-44,25-44,M,F,VIOLATION,27,2,23
18-24,18-24,M,F,MISDEMEANOR,17,2,13
25-44,25-44,M,M,MISDEMEANOR,27,2,18
25-44,25-44,F,M,FELONY,26,2,34
18-24,18-24,F,F,MISDEMEANOR,21,2,34
45-64,25-44,M,F,MISDEMEANOR,25,2,13
25-44,45-64,F,M,VIOLATION,24,2,18
65+,25-44,F,F,VIOLATION,18,2,9
25-44,18-24,M,M,FELONY,21,2,13
45-64,25-44,M,F,VIOLATION,20,2,23
25-44,<18,M,M,MISDEMEANOR,24,2,32
45-64,25-44,M,F,MISDEMEANOR,16,2,5
45-64,25-44,M,F,VIOLATION,24,2,33
25-44,65+,F,F,VIOLATION,26,2,32
65+,45-64,F,M,VIOLATION,22,2,14
25-44,45-64,M,M,FELONY,27,2,14
<18,<18,M,F,FELONY,22,2,25
18-24,45-64,M,F,FELONY,27,2,19
25-44,25-44,M,F,VIOLATION,24,2,23
45-64,25-44,M,M,FELONY,20,2,14
65+,65+,M,F,VIOLATION,27,2,24
45-64,45-64,M,F,MISDEMEANOR,25,2,18
45-64,25-44,M,F,MISDEMEANOR,24,2,19
25-44,25-44,M,F,MISDEMEANOR,18,2,28
25-44,25-44,M,F,VIOLATION,24,2,30
25-44,25-44,M,F,MISDEMEANOR,18,2,33
25-44,25-44,M,M,FELONY,24,2,14
25-44,25-44,M,F,MISDEMEANOR,19,2,33
18-24,45-64,F,M,FELONY,25,2,14
25-44,25-44,M,M,VIOLATION,21,2,10
18-24,25-44,F,F,MISDEMEANOR,1,3,32
45-64,45-64,F,F,MISDEMEANOR,24,2,28
25-44,25-44,M,F,FELONY,20,2,24
25-44,25-44,M,F,MISDEMEANOR,25,2,30
18-24,45-64,F,F,MISDEMEANOR,20,2,5
25-44,25-44,M,M,VIOLATION,12,2,6
18-24,25-44,M,M,VIOLATION,21,2,14
45-64,25-44,M,F,VIOLATION,25,2,30
45-64,25-44,M,M,VIOLATION,23,2,18
18-24,25-44,M,F,VIOLATION,22,2,28
25-44,45-64,F,F,FELONY,14,2,24
25-44,25-44,M,M,VIOLATION,17,2,26
65+,25-44,F,M,VIOLATION,24,2,19
25-44,18-24,M,F,MISDEMEANOR,25,2,19
25-44,25-44,F,M,MISDEMEANOR,27,2,14
25-44,25-44,M,F,FELONY,24,2,28
25-44,45-64,M,M,VIOLATION,23,2,5
45-64,25-44,M,M,VIOLATION,25,2,13
25-44,25-44,F,F,VIOLATION,22,2,30
18-24,18-24,M,F,FELONY,21,2,17
45-64,25-44,M,F,FELONY,28,2,13
45-64,45-64,M,F,MISDEMEANOR,24,2,33
25-44,45-64,M,F,VIOLATION,22,2,19
25-44,45-64,F,M,MISDEMEANOR,1,3,30
25-44,45-64,M,F,MISDEMEANOR,26,2,33
25-44,25-44,M,F,MISDEMEANOR,23,2,23
25-44,25-44,F,M,VIOLATION,20,2,23
25-44,<18,F,F,MISDEMEANOR,28,2,32
25-44,18-24,M,F,FELONY,8,2,20
25-44,18-24,M,M,MISDEMEANOR,20,2,14
25-44,25-44,M,M,FELONY,1,3,28
25-44,25-44,F,F,MISDEMEANOR,5,1,23
45-64,25-44,M,F,VIOLATION,21,2,7
25-44,65+,M,F,FELONY,20,2,6
45-64,45-64,M,F,VIOLATION,22,2,25
45-64,25-44,M,M,MISDEMEANOR,25,2,10
45-64,45-64,M,F,VIOLATION,24,2,24
25-44,45-64,M,M,VIOLATION,22,2,18
65+,25-44,M,M,VIOLATION,6,8,9
45-64,25-44,M,F,VIOLATION,28,2,25
18-24,25-44,F,F,FELONY,26,2,24
25-44,45-64,M,F,VIOLATION,15,2,24
25-44,45-64,M,F,VIOLATION,23,2,17
25-44,25-44,M,F,MISDEMEANOR,20,2,19
45-64,25-44,M,F,MISDEMEANOR,1,3,30
25-44,25-44,M,M,FELONY,27,2,26
25-44,25-44,M,F,FELONY,27,2,32
25-44,18-24,F,F,VIOLATION,25,2,25
25-44,25-44,M,F,MISDEMEANOR,26,2,34
25-44,45-64,M,M,VIOLATION,20,2,26
45-64,65+,M,M,MISDEMEANOR,25,2,30
25-44,18-24,M,M,VIOLATION,17,2,32
25-44,25-44,M,F,VIOLATION,28,2,23
18-24,18-24,M,F,VIOLATION,28,2,32
45-64,25-44,M,F,MISDEMEANOR,1,3,19
45-64,65+,M,F,VIOLATION,21,2,6
25-44,25-44,M,M,FELONY,20,2,23
25-44,25-44,M,F,FELONY,9,2,20
25-44,45-64,M,F,MISDEMEANOR,20,2,32
25-44,65+,M,M,FELONY,9,2,19
25-44,25-44,M,M,MISDEMEANOR,25,2,5
25-44,18-24,M,F,FELONY,23,2,17
25-44,25-44,M,F,MISDEMEANOR,6,2,18
25-44,45-64,M,M,VIOLATION,23,2,30
45-64,65+,M,F,VIOLATION,24,2,7
18-24,25-44,M,M,FELONY,24,2,33
25-44,25-44,M,F,MISDEMEANOR,24,2,28
25-44,25-44,F,F,MISDEMEANOR,23,2,23
25-44,45-64,M,M,FELONY,26,2,14
25-44,45-64,F,F,FELONY,21,2,34
25-44,25-44,M,F,MISDEMEANOR,22,2,5
45-64,25-44,M,M,VIOLATION,19,2,13
25-44,25-44,F,M,MISDEMEANOR,22,2,10
25-44,25-44,F,F,MISDEMEANOR,24,2,34
25-44,25-44,M,M,MISDEMEANOR,23,2,17
25-44,25-44,M,F,FELONY,27,2,28
18-24,45-64,F,F,VIOLATION,20,2,34
18-24,18-24,M,F,MISDEMEANOR,16,2,23
25-44,25-44,F,M,MISDEMEANOR,23,2,30
25-44,18-24,M,F,FELONY,21,2,17
<18,45-64,M,F,VIOLATION,21,2,7
45-64,45-64,M,F,FELONY,23,2,25
25-44,25-44,M,M,FELONY,23,2,25
25-44,25-44,M,F,MISDEMEANOR,22,2,34
25-44,25-44,M,F,FELONY,25,2,20
25-44,25-44,M,F,FELONY,28,2,24
18-24,25-44,M,M,FELONY,23,2,17
45-64,25-44,M,F,MISDEMEANOR,28,2,18
25-44,25-44,M,F,FELONY,22,2,28
25-44,45-64,M,M,MISDEMEANOR,23,2,28
25-44,45-64,M,F,MISDEMEANOR,20,2,17
18-24,18-24,M,F,MISDEMEANOR,1,3,33
45-64,25-44,M,F,MISDEMEANOR,26,2,25
25-44,65+,M,M,FELONY,25,11,19
25-44,25-44,M,F,MISDEMEANOR,23,2,23
45-64,<18,M,M,MISDEMEANOR,24,2,34
45-64,25-44,M,M,MISDEMEANOR,24,2,23
25-44,18-24,M,F,MISDEMEANOR,1,3,28
45-64,25-44,M,M,MISDEMEANOR,24,2,9
25-44,45-64,M,F,VIOLATION,25,2,18
25-44,18-24,M,M,MISDEMEANOR,27,2,34
18-24,18-24,M,F,VIOLATION,25,2,17
25-44,25-44,M,M,VIOLATION,22,2,19
45-64,25-44,F,F,VIOLATION,26,2,17
25-44,25-44,M,M,MISDEMEANOR,1,3,18
45-64,25-44,M,M,VIOLATION,22,2,30
45-64,<18,F,M,MISDEMEANOR,20,2,28
18-24,45-64,M,F,MISDEMEANOR,24,2,24
18-24,25-44,M,M,FELONY,21,2,18
25-44,45-64,M,M,MISDEMEANOR,20,2,14
25-44,25-44,M,F,MISDEMEANOR,13,2,25
45-64,<18,M,M,VIOLATION,20,2,14
25-44,25-44,M,F,MISDEMEANOR,19,2,9
45-64,65+,M,M,VIOLATION,28,2,14
18-24,18-24,M,M,MISDEMEANOR,27,2,30
25-44,25-44,M,F,FELONY,1,3,28
18-24,25-44,F,M,VIOLATION,22,2,34
25-44,45-64,M,M,MISDEMEANOR,24,2,34
25-44,45-64,M,F,MISDEMEANOR,25,2,19
45-64,25-44,F,F,MISDEMEANOR,23,2,9
45-64,45-64,M,F,FELONY,28,2,9
25-44,25-44,M,M,MISDEMEANOR,28,2,28
45-64,65+,F,M,VIOLATION,23,2,28
25-44,45-64,F,M,VIOLATION,21,2,9
25-44,25-44,F,M,MISDEMEANOR,20,2,7
25-44,45-64,M,F,VIOLATION,20,2,23
18-24,25-44,F,F,VIOLATION,25,2,25
25-44,25-44,M,M,MISDEMEANOR,28,2,24
25-44,25-44,M,F,VIOLATION,25,2,23
25-44,25-44,M,F,VIOLATION,22,2,24
25-44,25-44,M,F,MISDEMEANOR,26,2,10
25-44,25-44,M,M,MISDEMEANOR,28,2,18
25-44,65+,M,M,MISDEMEANOR,23,2,24
25-44,25-44,F,F,VIOLATION,10,2,24
18-24,25-44,M,M,MISDEMEANOR,23,2,14
25-44,25-44,M,F,FELONY,2,2,28
25-44,25-44,M,F,MISDEMEANOR,29,10,23
25-44,25-44,M,F,VIOLATION,30,9,9
25-44,25-44,M,F,VIOLATION,27,2,30
25-44,25-44,M,M,VIOLATION,18,2,33
25-44,25-44,M,M,MISDEMEANOR,27,2,24
45-64,65+,M,F,VIOLATION,1,3,10
18-24,45-64,F,F,VIOLATION,20,2,23
25-44,18-24,M,F,VIOLATION,19,2,34
25-44,<18,M,F,VIOLATION,27,2,13
25-44,18-24,M,M,MISDEMEANOR,26,2,25
<18,65+,M,F,VIOLATION,20,2,32
25-44,25-44,M,F,MISDEMEANOR,19,2,28
45-64,45-64,M,M,MISDEMEANOR,26,2,17
45-64,45-64,M,M,VIOLATION,20,2,28
25-44,25-44,M,M,FELONY,19,2,13
18-24,18-24,M,F,MISDEMEANOR,24,2,32
25-44,25-44,M,M,MISDEMEANOR,27,2,24
45-64,65+,M,M,VIOLATION,23,2,32
25-44,45-64,M,F,VIOLATION,11,2,32
65+,25-44,F,F,MISDEMEANOR,22,2,25
45-64,45-64,M,M,VIOLATION,16,2,18
25-44,25-44,M,F,VIOLATION,25,2,14
25-44,25-44,M,F,FELONY,22,2,14
25-44,45-64,M,M,VIOLATION,27,2,10
45-64,25-44,M,F,VIOLATION,28,2,24
45-64,25-44,M,F,MISDEMEANOR,17,11,34
25-44,18-24,M,M,VIOLATION,24,2,7
25-44,45-64,F,M,VIOLATION,1,3,32
25-44,25-44,F,F,MISDEMEANOR,27,2,23
25-44,25-44,M,F,VIOLATION,23,2,32
45-64,25-44,M,F,MISDEMEANOR,24,2,30
25-44,25-44,F,F,MISDEMEANOR,28,2,17
45-64,45-64,M,M,FELONY,27,2,32
45-64,25-44,F,F,FELONY,9,12,19
18-24,25-44,M,M,VIOLATION,26,2,14
25-44,25-44,M,M,MISDEMEANOR,27,2,20
65+,45-64,F,M,VIOLATION,24,2,7
18-24,25-44,M,M,FELONY,28,2,5
25-44,45-64,M,M,FELONY,21,2,30
25-44,45-64,M,M,FELONY,20,2,19
25-44,45-64,M,F,VIOLATION,8,2,24
45-64,65+,M,F,VIOLATION,1,3,25
25-44,25-44,M,F,VIOLATION,25,2,23
25-44,25-44,M,M,VIOLATION,24,2,1
45-64,25-44,M,F,VIOLATION,26,2,24
18-24,18-24,M,F,VIOLATION,28,2,23
25-44,45-64,F,F,VIOLATION,21,2,7
25-44,65+,M,F,VIOLATION,20,2,34
18-24,18-24,M,F,MISDEMEANOR,26,2,23
18-24,45-64,M,F,FELONY,24,2,32
25-44,25-44,F,F,MISDEMEANOR,20,2,34
45-64,18-24,M,F,FELONY,1,3,6
25-44,45-64,M,M,VIOLATION,1,3,25
25-44,45-64,F,F,FELONY,19,2,17
25-44,65+,M,M,MISDEMEANOR,24,2,23
25-44,45-64,M,M,VIOLATION,24,2,18
18-24,18-24,M,F,MISDEMEANOR,25,2,9
25-44,25-44,M,M,MISDEMEANOR,26,2,19
45-64,45-64,M,F,FELONY,25,2,5
25-44,25-44,F,M,FELONY,24,2,13
25-44,25-44,M,M,MISDEMEANOR,25,2,24
25-44,25-44,M,M,VIOLATION,24,2,28
25-44,25-44,M,F,FELONY,25,2,14
65+,25-44,M,F,FELONY,27,2,9
65+,<18,F,M,FELONY,22,2,25
25-44,25-44,M,F,MISDEMEANOR,28,2,10
45-64,45-64,M,F,MISDEMEANOR,23,2,19
45-64,25-44,M,F,MISDEMEANOR,23,2,24
45-64,45-64,M,F,MISDEMEANOR,28,2,32
25-44,18-24,M,M,MISDEMEANOR,28,2,1
45-64,25-44,F,F,VIOLATION,21,2,30
45-64,18-24,M,F,FELONY,26,2,24
45-64,25-44,F,F,MISDEMEANOR,25,2,6
25-44,25-44,F,F,VIOLATION,23,2,32
25-44,45-64,F,M,VIOLATION,20,2,30
25-44,25-44,M,M,FELONY,23,2,13
25-44,25-44,M,M,FELONY,19,2,6
25-44,25-44,M,M,FELONY,24,2,14
25-44,45-64,M,M,FELONY,28,2,19
18-24,18-24,M,F,MISDEMEANOR,21,2,32
25-44,25-44,M,F,MISDEMEANOR,24,2,23
25-44,25-44,M,F,VIOLATION,27,2,32
25-44,25-44,M,M,MISDEMEANOR,25,2,32
<18,25-44,M,F,VIOLATION,28,2,26
25-44,25-44,M,F,VIOLATION,25,2,33
25-44,45-64,M,M,MISDEMEANOR,23,2,18
25-44,25-44,M,F,MISDEMEANOR,21,2,9
25-44,25-44,M,F,VIOLATION,12,2,23
25-44,25-44,M,F,MISDEMEANOR,22,2,14
18-24,18-24,M,F,MISDEMEANOR,28,2,32
25-44,25-44,F,M,FELONY,27,2,24
45-64,45-64,M,F,MISDEMEANOR,26,2,13
25-44,25-44,F,F,MISDEMEANOR,24,2,33
25-44,25-44,F,M,MISDEMEANOR,29,11,20
25-44,45-64,M,M,VIOLATION,18,2,34
25-44,25-44,M,F,FELONY,1,3,30
25-44,25-44,M,M,FELONY,26,2,30
25-44,25-44,M,F,MISDEMEANOR,25,2,9
18-24,25-44,M,M,FELONY,24,2,28
25-44,25-44,M,F,MISDEMEANOR,5,2,14
18-24,<18,M,F,MISDEMEANOR,27,2,30
45-64,25-44,M,M,VIOLATION,28,2,28
25-44,25-44,M,M,FELONY,21,2,18
45-64,45-64,M,F,VIOLATION,23,2,24
25-44,25-44,M,F,MISDEMEANOR,19,2,28
25-44,25-44,M,F,MISDEMEANOR,22,2,20
25-44,<18,M,F,MISDEMEANOR,17,10,34
25-44,45-64,M,M,VIOLATION,20,2,1
25-44,25-44,M,F,MISDEMEANOR,21,2,34
25-44,45-64,M,M,MISDEMEANOR,6,10,14
25-44,25-44,M,M,MISDEMEANOR,24,2,5
45-64,45-64,M,M,FELONY,23,2,32
25-44,25-44,M,M,MISDEMEANOR,24,2,30
25-44,25-44,F,F,FELONY,24,2,7
<18,<18,F,F,MISDEMEANOR,24,2,7
25-44,25-44,M,F,VIOLATION,28,2,33
65+,25-44,F,F,VIOLATION,28,2,17
18-24,25-44,M,F,MISDEMEANOR,23,11,28
25-44,25-44,M,M,FELONY,21,2,28
45-64,45-64,M,F,FELONY,27,2,26
25-44,25-44,M,F,MISDEMEANOR,25,2,23
45-64,25-44,M,F,VIOLATION,20,2,23
18-24,18-24,M,F,MISDEMEANOR,22,2,32
25-44,45-64,M,M,MISDEMEANOR,23,2,32
25-44,25-44,F,M,FELONY,25,2,28
25-44,25-44,F,F,MISDEMEANOR,21,2,6
25-44,45-64,M,M,MISDEMEANOR,1,3,1
25-44,65+,M,F,FELONY,20,2,20
18-24,18-24,M,M,MISDEMEANOR,22,2,18
<18,18-24,M,M,MISDEMEANOR,1,3,18
65+,45-64,M,F,VIOLATION,1,3,28
18-24,18-24,F,M,MISDEMEANOR,27,2,24
45-64,45-64,M,M,MISDEMEANOR,1,3,30
25-44,25-44,M,M,VIOLATION,23,2,33
25-44,25-44,M,M,VIOLATION,22,2,18
45-64,45-64,M,M,VIOLATION,22,2,19
25-44,18-24,M,F,MISDEMEANOR,28,6,24
25-44,25-44,F,F,MISDEMEANOR,21,2,6
25-44,18-24,M,F,MISDEMEANOR,1,1,32
45-64,45-64,M,F,FELONY,28,2,10
<18,25-44,F,M,VIOLATION,25,2,9
18-24,45-64,F,F,VIOLATION,27,2,14
18-24,25-44,F,F,VIOLATION,21,2,33
18-24,18-24,M,F,FELONY,20,2,33
25-44,45-64,F,F,FELONY,22,2,19
45-64,45-64,M,M,MISDEMEANOR,25,2,18
18-24,25-44,F,M,VIOLATION,21,2,14
<18,45-64,M,M,MISDEMEANOR,11,2,26
65+,65+,M,M,MISDEMEANOR,21,2,7
25-44,25-44,M,F,VIOLATION,20,2,32
45-64,45-64,F,F,MISDEMEANOR,13,2,5
<18,25-44,M,M,VIOLATION,28,2,13
65+,18-24,M,F,VIOLATION,20,2,34
45-64,25-44,M,F,FELONY,24,2,25
18-24,65+,M,M,MISDEMEANOR,26,2,23
25-44,25-44,M,F,MISDEMEANOR,26,2,1
25-44,25-44,M,M,VIOLATION,20,2,19
25-44,25-44,F,F,MISDEMEANOR,8,2,24
25-44,25-44,M,M,MISDEMEANOR,11,8,32
45-64,25-44,F,F,MISDEMEANOR,20,2,17
25-44,25-44,M,F,FELONY,22,2,18
25-44,25-44,M,F,FELONY,1,3,28
18-24,65+,M,F,VIOLATION,21,2,6
25-44,25-44,F,F,FELONY,24,2,30
45-64,25-44,M,F,MISDEMEANOR,21,2,7
18-24,<18,M,F,FELONY,27,2,30
25-44,18-24,M,F,VIOLATION,19,2,1
45-64,25-44,M,M,VIOLATION,1,3,17
25-44,25-44,F,M,VIOLATION,19,2,32
18-24,<18,F,M,FELONY,25,2,13
45-64,25-44,M,F,VIOLATION,21,2,10
25-44,25-44,M,F,FELONY,26,2,32
25-44,25-44,F,F,FELONY,23,2,28
<18,18-24,F,F,FELONY,20,2,14
25-44,25-44,F,F,FELONY,28,2,33
25-44,45-64,F,M,VIOLATION,24,2,25
45-64,25-44,F,F,VIOLATION,27,2,28
25-44,45-64,M,F,MISDEMEANOR,16,2,13
25-44,25-44,M,F,FELONY,22,2,9
25-44,18-24,M,F,MISDEMEANOR,20,2,7
65+,25-44,F,M,VIOLATION,23,2,34
25-44,25-44,F,M,MISDEMEANOR,12,1,7
25-44,25-44,M,M,MISDEMEANOR,26,2,18
18-24,25-44,M,F,MISDEMEANOR,25,2,7
25-44,45-64,F,F,VIOLATION,21,2,13
25-44,18-24,M,F,MISDEMEANOR,20,2,24
45-64,45-64,M,M,MISDEMEANOR,28,2,25
18-24,65+,M,F,VIOLATION,16,2,18
25-44,45-64,M,F,VIOLATION,26,2,19
18-24,18-24,M,F,VIOLATION,13,1,14
45-64,45-64,M,F,MISDEMEANOR,22,2,19
45-64,25-44,M,F,MISDEMEANOR,19,2,5
25-44,25-44,F,F,VIOLATION,24,2,33
45-64,18-24,F,M,VIOLATION,22,2,24
25-44,45-64,M,M,FELONY,19,2,34
45-64,65+,M,F,VIOLATION,27,2,28
25-44,25-44,M,F,MISDEMEANOR,19,2,32
25-44,<18,F,F,MISDEMEANOR,22,2,32
45-64,25-44,M,F,MISDEMEANOR,22,2,32
25-44,25-44,M,F,MISDEMEANOR,1,3,30
45-64,45-64,F,F,MISDEMEANOR,18,2,13
18-24,25-44,F,F,MISDEMEANOR,27,2,1
45-64,25-44,M,F,FELONY,28,2,7
45-64,25-44,M,M,FELONY,21,2,23
25-44,45-64,M,M,FELONY,20,2,14
25-44,25-44,M,F,FELONY,25,2,30
45-64,25-44,F,F,VIOLATION,1,3,30
<18,45-64,F,F,MISDEMEANOR,27,2,30
18-24,18-24,F,M,FELONY,21,2,17
25-44,25-44,M,M,MISDEMEANOR,21,2,14
18-24,25-44,M,F,MISDEMEANOR,22,2,23
25-44,25-44,M,M,MISDEMEANOR,1,3,33
25-44,25-44,F,F,VIOLATION,22,2,28
45-64,25-44,M,M,VIOLATION,22,2,18
18-24,25-44,F,M,FELONY,25,2,14
25-44,25-44,M,M,MISDEMEANOR,19,2,32
18-24,18-24,M,F,MISDEMEANOR,18,12,6
25-44,25-44,M,M,MISDEMEANOR,22,2,33
45-64,45-64,F,M,MISDEMEANOR,14,7,19
45-64,18-24,M,F,VIOLATION,21,2,32
45-64,65+,M,M,FELONY,18,2,24
25-44,18-24,M,M,VIOLATION,1,3,18
45-64,25-44,F,F,VIOLATION,21,2,7
25-44,18-24,M,F,MISDEMEANOR,1,3,18
25-44,25-44,M,F,FELONY,23,10,33
45-64,65+,M,M,MISDEMEANOR,25,2,19
25-44,25-44,M,F,MISDEMEANOR,23,2,33
25-44,25-44,M,M,MISDEMEANOR,18,2,32
25-44,25-44,M,M,MISDEMEANOR,24,2,7
65+,18-24,M,F,VIOLATION,21,2,23
