PC1,PC2
-1.7086372324577992,0.40758203149712263
0.14245882374051388,-1.3578799386262332
-2.041841849873642,0.4506462734670123
2.406798448914013,1.3674061471267058
-0.09075385541525371,3.171409911127502
2.801443987967261,1.4132595248223336
0.8502233458252851,-1.4079420133057587
-1.4601816538530434,0.29212493387285493
0.45069278084505005,-1.4004776584157523
2.6225504152951737,1.098893199720203
0.2548267951410668,-1.3599792884392496
0.3581722490327956,-1.5020988488740992
-1.6760662679177876,0.460199980811767
-1.7846675902159088,0.3986276226885308
-1.648593558590585,0.6813172102670585
0.40088410790608425,-1.2991067135869516
0.35992676370374654,-1.033859421444864
-1.9919005292511185,0.449713229105754
-1.5761836266727305,0.4583338920892659
0.6093680714492631,-1.2394004441862163
0.6130020728682675,-1.403510052589816
0.6344713794440902,-1.1394290658992914
0.49204806809807705,-1.3644112491551903
0.8965306650288021,-1.2447654492634064
0.5382227396180378,-1.3016725855803901
0.32834152830466734,-1.1765612958767087
2.6890760165665513,1.4153588746351187
-1.919636820595487,0.5223393458503368
0.19240014436290653,-1.3588129829876858
0.8965306650288021,-1.2447654492634064
-1.8458432164861003,0.5105858039580521
0.3521938117915256,-1.187381793407742
-1.5125059513866008,0.567959462455661
0.740370999019187,-1.5803062472469516
0.5958970121527877,-1.1490832579787622
0.6469567095997222,-1.1396623269896042
-1.5363582348734592,0.5787799599866953
-2.044343898889585,0.2290625218310878
0.6968980302222512,-1.1405953713508548
0.9101343720088398,-1.2346447350033107
0.20363445001056926,-1.4698381198959571
0.526988433970375,-1.1906474486721192
-1.4608948738771217,0.08282755611162809
0.6766797481543972,-1.2938844822234208
-1.6759336202342245,0.5606378812793168
0.3010014666610278,-1.2972406248644501
2.615415060140729,1.5275503169949534
0.49204806809807705,-1.3644112491551903
2.4591091708688895,1.4876189539337836
-2.2778120983226886,0.5658701100009031
0.6968980302222512,-1.1405953713508548
-2.0292238720344518,0.5508509128442419
0.526988433970375,-1.1906474486721192
0.4871630421711033,-1.3110935165695488
0.4122510612373102,-1.309693950027673
0.7888016577103553,-1.4563340573670172
0.1437098482483469,-1.2470880628084773
0.4620597341762764,-1.4110648948564728
0.2335650093212056,-1.3394160126401902
-2.155460845782305,0.3419537474618599
0.9090159951844338,-1.2449987103537195
0.16742948405164185,-1.3583464608070612
0.8715600047175379,-1.2442989270827811
2.631401744031801,1.262769547033488
-0.12207379544720162,3.229583837630771
-1.8795325578504296,0.44761387929294016
0.5256047617788426,-1.4018772249576286
0.5856620112246286,-1.5241893815775582
2.2120508400344097,1.4182584924535786
0.00161883829298285,-1.0907665577618468
0.5007667491511416,-1.300972802309453
2.3469622958028236,1.3783152308462576
0.5422618978373639,-1.6647255963948056
0.183923408008659,3.166278167140637
0.5744277055769654,-1.4131642446692865
-1.747211599749013,0.3979278394175926
0.5007667491511416,-1.300972802309453
0.26856314980466817,-1.2494206737116038
-0.03467648435777537,3.2279510099985833
-1.6710485943072508,0.5073201486936753
1.046221979212824,-1.348002482814709
-1.3901546988462181,0.344043099916618
-1.6373592529429224,0.5702920733587874
2.653856779748467,1.4367666086068729
0.09639344923567104,3.0674730943052753
-1.7347262695933807,0.3976945783272802
-1.6087545912126533,0.40571594277456213
0.6594420397553544,-1.1398955880799169
2.7674757756571253,1.5454591346120192
-1.7347262695933807,0.3976945783272802
0.6744429945055852,-1.3145924329242382
