# precinct,law_category,crime_day,crime_month,suspect_age,suspect_sex,victim_age,victim_sex
14,MISDEMEANOR,26,6,25-44,F,25-44,M
23,FELONY,24,6,45-64,F,25-44,F
10,FELONY,25,6,45-64,M,25-44,M
5,VIOLATION,22,6,25-44,F,25-44,F
34,MISDEMEANOR,30,6,45-64,M,45-64,F
28,FELONY,28,6,18-24,M,65+,F
28,MISDEMEANOR,24,6,25-44,M,25-44,M
28,FELONY,23,6,25-44,M,45-64,F
32,VIOLATION,25,6,25-44,M,25-44,F
25,FELONY,23,6,45-64,F,18-24,M
14,MISDEMEANOR,29,6,25-44,M,18-24,F
10,FELONY,21,6,25-44,M,25-44,F
23,VIOLATION,30,6,45-64,M,45-64,F
1,MISDEMEANOR,21,6,25-44,M,45-64,M
13,VIOLATION,23,6,25-44,M,25-44,M
1,MISDEMEANOR,27,6,25-44,M,25-44,F
26,MISDEMEANOR,25,6,25-44,M,25-44,F
32,MISDEMEANOR,27,6,45-64,M,18-24,F
32,VIOLATION,30,6,45-64,M,45-64,F
34,VIOLATION,23,6,25-44,M,25-44,F
5,MISDEMEANOR,29,6,25-44,M,45-64,M
26,MISDEMEANOR,26,6,25-44,F,25-44,F
23,VIOLATION,25,6,<18,F,25-44,F
9,MISDEMEANOR,26,6,25-44,M,25-44,F
32,MISDEMEANOR,24,6,25-44,F,65+,M
14,FELONY,24,6,45-64,M,45-64,M
18,FELONY,29,6,25-44,F,25-44,M
18,MISDEMEANOR,24,6,25-44,M,25-44,M
34,MISDEMEANOR,28,6,25-44,M,25-44,F
25,MISDEMEANOR,29,6,18-24,M,25-44,F
19,MISDEMEANOR,25,6,25-44,M,25-44,F
30,MISDEMEANOR,31,5,25-44,F,45-64,F
23,VIOLATION,28,6,25-44,M,65+,M
18,MISDEMEANOR,21,6,25-44,M,25-44,F
24,MISDEMEANOR,29,6,25-44,M,18-24,F
26,FELONY,25,6,25-44,M,45-64,M
13,VIOLATION,22,6,25-44,F,45-64,M
34,MISDEMEANOR,29,6,25-44,M,25-44,F
25,MISDEMEANOR,24,6,45-64,F,45-64,M
14,MISDEMEANOR,22,6,45-64,M,45-64,F
9,FELONY,30,6,25-44,M,25-44,F
30,MISDEMEANOR,30,6,45-64,M,25-44,F
14,MISDEMEANOR,27,6,45-64,M,25-44,M
19,FELONY,23,6,45-64,M,45-64,F
13,VIOLATION,23,6,18-24,M,25-44,F
18,MISDEMEANOR,29,6,25-44,M,<18,M
34,VIOLATION,29,6,25-44,M,45-64,M
34,VIOLATION,28,6,45-64,M,25-44,M
34,MISDEMEANOR,24,6,18-24,M,18-24,F
10,MISDEMEANOR,29,6,25-44,M,25-44,M
9,MISDEMEANOR,24,6,45-64,M,25-44,F
23,VIOLATION,30,6,<18,M,<18,F
14,FELONY,30,6,45-64,M,65+,M
19,FELONY,30,6,18-24,F,25-44,F
34,MISDEMEANOR,28,6,45-64,F,45-64,F
9,FELONY,24,6,25-44,M,65+,M
32,VIOLATION,26,6,45-64,F,45-64,F
23,VIOLATION,19,6,25-44,M,25-44,M
28,MISDEMEANOR,23,6,25-44,M,25-44,M
9,FELONY,28,6,25-44,M,25-44,F
9,VIOLATION,25,6,25-44,M,25-44,M
25,FELONY,24,6,18-24,M,65+,M
13,FELONY,1,8,25-44,M,25-44,F
9,MISDEMEANOR,28,6,25-44,M,18-24,F
5,FELONY,22,6,45-64,M,45-64,F
13,MISDEMEANOR,22,6,<18,F,<18,F
13,MISDEMEANOR,21,6,25-44,M,25-44,M
32,FELONY,22,6,18-24,M,18-24,F
9,FELONY,21,4,18-24,M,18-24,F
34,FELONY,29,6,18-24,M,18-24,F
7,MISDEMEANOR,24,6,18-24,M,25-44,F
32,MISDEMEANOR,21,6,<18,M,45-64,F
9,MISDEMEANOR,24,6,18-24,F,<18,F
17,MISDEMEANOR,21,6,25-44,F,25-44,M
25,VIOLATION,16,5,45-64,F,45-64,F
23,VIOLATION,30,6,25-44,M,65+,F
24,VIOLATION,22,6,25-44,M,45-64,M
23,VIOLATION,24,6,45-64,M,45-64,M
6,FELONY,26,6,25-44,M,25-44,M
9,FELONY,26,6,18-24,F,<18,M
23,VIOLATION,28,6,18-24,M,25-44,F
23,FELONY,26,6,<18,M,18-24,M
19,VIOLATION,23,6,25-44,M,25-44,F
33,FELONY,27,6,45-64,M,45-64,M
1,MISDEMEANOR,19,4,25-44,M,45-64,F
14,MISDEMEANOR,23,6,25-44,M,65+,F
9,VIOLATION,23,6,45-64,M,<18,M
25,VIOLATION,30,6,25-44,M,45-64,M
9,MISDEMEANOR,30,6,25-44,M,25-44,F
34,MISDEMEANOR,28,6,25-44,M,45-64,M
6,VIOLATION,30,6,45-64,M,25-44,M
32,MISDEMEANOR,22,6,25-44,M,25-44,F
33,MISDEMEANOR,24,6,25-44,M,45-64,M
23,MISDEMEANOR,25,6,45-64,M,45-64,F
22,VIOLATION,19,6,25-44,M,25-44,F
10,FELONY,22,6,25-44,M,25-44,F
30,MISDEMEANOR,26,6,25-44,M,18-24,F
18,FELONY,23,6,25-44,F,25-44,M
18,MISDEMEANOR,28,6,25-44,F,45-64,F
14,VIOLATION,22,6,25-44,F,25-44,F
28,VIOLATION,9,6,45-64,M,45-64,M
14,VIOLATION,29,6,25-44,M,45-64,F
30,MISDEMEANOR,25,6,25-44,F,45-64,F
23,MISDEMEANOR,30,6,25-44,M,25-44,F
6,FELONY,26,6,18-24,M,45-64,M
23,FELONY,26,6,45-64,M,45-64,M
23,FELONY,25,6,45-64,F,18-24,F
14,MISDEMEANOR,25,6,18-24,M,45-64,M
23,VIOLATION,15,3,65+,F,45-64,F
10,FELONY,16,6,<18,M,25-44,F
10,VIOLATION,29,6,18-24,M,45-64,F
23,VIOLATION,28,6,18-24,F,18-24,M
10,MISDEMEANOR,23,6,65+,M,45-64,M
24,MISDEMEANOR,30,6,25-44,M,25-44,M
14,VIOLATION,28,6,45-64,M,25-44,F
34,MISDEMEANOR,30,6,18-24,F,18-24,M
33,FELONY,26,6,25-44,F,18-24,M
18,MISDEMEANOR,27,6,25-44,M,25-44,M
7,MISDEMEANOR,23,6,25-44,M,25-44,F
1,FELONY,28,6,45-64,M,45-64,M
13,FELONY,22,6,45-64,M,45-64,M
13,MISDEMEANOR,28,6,25-44,M,25-44,M
18,MISDEMEANOR,27,6,25-44,M,18-24,M
34,VIOLATION,25,6,25-44,M,45-64,M
28,MISDEMEANOR,28,6,25-44,M,45-64,M
24,VIOLATION,1,7,65+,M,65+,F
34,FELONY,27,6,25-44,M,45-64,F
23,MISDEMEANOR,28,6,25-44,F,45-64,F
7,VIOLATION,27,6,18-24,M,18-24,F
18,MISDEMEANOR,28,6,25-44,M,25-44,F
34,FELONY,28,6,25-44,M,25-44,M
28,MISDEMEANOR,26,6,45-64,M,45-64,M
23,FELONY,23,6,18-24,M,45-64,M
19,VIOLATION,24,6,45-64,M,65+,M
33,VIOLATION,25,6,45-64,M,45-64,M
14,VIOLATION,25,6,25-44,M,<18,M
9,MISDEMEANOR,24,6,18-24,M,18-24,M
14,MISDEMEANOR,23,6,25-44,M,25-44,F
24,VIOLATION,30,6,25-44,M,65+,M
24,VIOLATION,25,6,25-44,F,45-64,M
6,MISDEMEANOR,21,6,45-64,M,18-24,F
23,MISDEMEANOR,27,6,25-44,M,45-64,F
25,VIOLATION,30,6,<18,M,<18,M
6,MISDEMEANOR,27,6,25-44,F,25-44,M
6,FELONY,27,6,18-24,F,18-24,F
23,MISDEMEANOR,24,6,25-44,F,18-24,F
34,VIOLATION,20,5,45-64,M,45-64,F
1,MISDEMEANOR,24,6,25-44,M,45-64,M
32,MISDEMEANOR,28,6,65+,M,65+,F
6,VIOLATION,24,6,45-64,M,45-64,M
19,MISDEMEANOR,25,6,25-44,M,25-44,F
18,VIOLATION,26,6,25-44,M,18-24,F
26,MISDEMEANOR,25,6,18-24,M,18-24,F
14,MISDEMEANOR,27,6,18-24,M,18-24,F
32,FELONY,25,6,25-44,M,25-44,F
18,VIOLATION,27,6,45-64,F,25-44,F
5,MISDEMEANOR,24,6,25-44,M,25-44,F
10,MISDEMEANOR,27,6,25-44,M,25-44,M
13,FELONY,23,6,25-44,M,25-44,M
24,MISDEMEANOR,22,6,25-44,F,25-44,F
24,VIOLATION,24,6,25-44,M,45-64,F
17,VIOLATION,30,6,65+,F,25-44,F
24,MISDEMEANOR,28,6,25-44,M,25-44,M
1,VIOLATION,30,6,25-44,F,25-44,F
13,VIOLATION,27,6,25-44,M,25-44,F
34,FELONY,22,6,25-44,M,18-24,M
1,MISDEMEANOR,22,6,45-64,M,25-44,F
28,FELONY,26,6,45-64,M,45-64,F
32,FELONY,22,6,25-44,M,25-44,F
1,MISDEMEANOR,28,6,45-64,F,25-44,M
24,MISDEMEANOR,29,6,25-44,M,25-44,F
17,MISDEMEANOR,29,6,18-24,M,25-44,F
28,FELONY,29,6,25-44,M,25-44,F
13,FELONY,25,6,45-64,M,45-64,M
1,VIOLATION,23,6,<18,M,25-44,F
19,VIOLATION,30,6,45-64,M,25-44,F
9,MISDEMEANOR,22,6,25-44,M,25-44,F
17,FELONY,22,6,25-44,M,45-64,M
18,VIOLATION,22,6,45-64,M,45-64,M
34,MISDEMEANOR,23,6,65+,M,45-64,F
32,FELONY,26,6,18-24,M,18-24,F
32,MISDEMEANOR,28,6,25-44,F,25-44,M
14,MISDEMEANOR,27,6,25-44,M,25-44,F
24,VIOLATION,27,6,25-44,M,65+,F
6,MISDEMEANOR,27,6,18-24,M,25-44,M
10,VIOLATION,29,6,25-44,M,25-44,F
32,MISDEMEANOR,28,6,25-44,M,25-44,F
10,MISDEMEANOR,26,6,25-44,M,25-44,M
10,MISDEMEANOR,29,6,25-44,M,45-64,F
30,VIOLATION,23,6,25-44,M,25-44,F
13,VIOLATION,27,6,25-44,M,45-64,F
33,MISDEMEANOR,24,6,45-64,M,18-24,F
23,VIOLATION,30,6,25-44,F,25-44,M
25,MISDEMEANOR,24,6,18-24,F,18-24,M
32,MISDEMEANOR,26,6,25-44,M,25-44,F
9,MISDEMEANOR,27,6,25-44,M,18-24,F
24,VIOLATION,22,6,45-64,M,<18,F
9,FELONY,27,6,45-64,M,65+,F
33,VIOLATION,19,6,25-44,M,25-44,F
32,MISDEMEANOR,27,6,25-44,F,25-44,M
6,MISDEMEANOR,14,6,45-64,M,25-44,F
18,MISDEMEANOR,27,6,25-44,M,25-44,F
6,MISDEMEANOR,28,6,25-44,F,25-44,M
10,MISDEMEANOR,26,6,25-44,M,18-24,M
6,MISDEMEANOR,27,6,25-44,F,45-64,M
26,VIOLATION,25,6,25-44,M,18-24,F
23,MISDEMEANOR,30,6,<18,F,<18,F
32,FELONY,24,6,25-44,M,25-44,F
23,VIOLATION,27,6,18-24,M,45-64,M
24,VIOLATION,23,6,45-64,M,45-64,F
7,FELONY,23,6,25-44,F,25-44,M
6,FELONY,29,6,25-44,M,65+,F
32,MISDEMEANOR,27,6,18-24,M,18-24,F
9,FELONY,21,6,25-44,M,25-44,F
28,MISDEMEANOR,15,5,<18,F,<18,F
19,VIOLATION,22,6,18-24,M,45-64,F
6,FELONY,24,6,25-44,F,18-24,M
33,VIOLATION,23,6,25-44,M,18-24,M
32,MISDEMEANOR,25,6,25-44,M,25-44,F
9,VIOLATION,26,6,45-64,M,25-44,F
18,VIOLATION,25,6,25-44,M,25-44,M
23,MISDEMEANOR,22,6,25-44,M,25-44,F
13,FELONY,30,6,18-24,M,25-44,M
14,VIOLATION,26,6,25-44,M,45-64,M
32,MISDEMEANOR,21,6,45-64,M,25-44,F
13,FELONY,26,6,25-44,M,25-44,F
34,FELONY,26,6,45-64,M,65+,M
18,FELONY,27,6,25-44,M,25-44,M
1,MISDEMEANOR,28,4,25-44,M,25-44,F
7,FELONY,22,6,25-44,M,18-24,M
34,VIOLATION,26,6,18-24,F,25-44,F
24,VIOLATION,30,6,45-64,F,25-44,M
9,FELONY,25,6,25-44,M,25-44,F
25,MISDEMEANOR,24,6,45-64,F,25-44,M
9,MISDEMEANOR,28,6,<18,F,25-44,F
32,FELONY,26,6,<18,F,25-44,F
28,MISDEMEANOR,25,6,25-44,M,25-44,M
5,VIOLATION,29,6,25-44,M,18-24,M
23,VIOLATION,22,6,45-64,F,18-24,F
17,MISDEMEANOR,27,6,25-44,M,45-64,F
23,VIOLATION,26,6,25-44,M,25-44,F
6,FELONY,27,6,25-44,M,18-24,F
6,FELONY,29,6,25-44,M,45-64,M
7,VIOLATION,21,6,45-64,M,25-44,M
24,FELONY,28,6,<18,M,25-44,M
34,FELONY,24,6,25-44,M,18-24,F
26,MISDEMEANOR,25,6,25-44,M,25-44,M
30,MISDEMEANOR,24,6,45-64,M,25-44,M
25,MISDEMEANOR,28,6,25-44,F,45-64,M
24,FELONY,24,6,25-44,M,45-64,F
9,MISDEMEANOR,27,6,25-44,M,18-24,F
32,FELONY,28,6,25-44,M,<18,F
6,VIOLATION,24,6,25-44,M,25-44,M
18,VIOLATION,25,6,45-64,M,25-44,F
23,FELONY,30,6,25-44,M,25-44,F
10,FELONY,27,6,18-24,F,25-44,M
19,MISDEMEANOR,23,6,25-44,M,25-44,M
10,MISDEMEANOR,25,5,18-24,M,18-24,F
23,VIOLATION,26,6,65+,F,65+,F
6,MISDEMEANOR,28,6,25-44,M,25-44,F
28,VIOLATION,23,6,25-44,M,25-44,F
28,MISDEMEANOR,30,6,25-44,F,25-44,F
28,FELONY,23,6,25-44,M,25-44,F
34,FELONY,27,6,45-64,M,25-44,F
14,MISDEMEANOR,23,6,25-44,M,25-44,M
25,MISDEMEANOR,25,6,25-44,M,25-44,M
23,MISDEMEANOR,24,6,25-44,M,25-44,F
23,VIOLATION,20,10,65+,M,45-64,F
33,MISDEMEANOR,27,6,45-64,M,25-44,M
1,MISDEMEANOR,26,6,25-44,M,18-24,F
34,MISDEMEANOR,29,6,<18,M,25-44,M
24,VIOLATION,23,6,25-44,M,25-44,M
19,VIOLATION,26,6,45-64,M,45-64,M
19,MISDEMEANOR,17,3,25-44,M,25-44,F
5,MISDEMEANOR,24,6,45-64,M,25-44,F
23,MISDEMEANOR,25,6,45-64,F,45-64,M
25,MISDEMEANOR,30,6,25-44,M,45-64,F
5,FELONY,30,6,45-64,F,45-64,F
14,MISDEMEANOR,27,6,18-24,M,18-24,F
28,MISDEMEANOR,22,6,45-64,M,18-24,M
34,VIOLATION,25,6,25-44,F,25-44,F
18,FELONY,29,6,25-44,M,18-24,F
26,VIOLATION,23,6,25-44,F,25-44,M
1,FELONY,29,6,18-24,M,25-44,F
26,MISDEMEANOR,22,6,45-64,F,25-44,F
33,VIOLATION,28,6,25-44,F,45-64,F
24,MISDEMEANOR,23,6,18-24,F,18-24,F
9,VIOLATION,26,6,<18,M,25-44,F
6,MISDEMEANOR,23,6,25-44,M,25-44,M
30,VIOLATION,26,6,45-64,F,45-64,M
19,FELONY,25,6,45-64,M,45-64,F
1,FELONY,28,5,25-44,M,25-44,M
24,FELONY,23,6,45-64,M,65+,M
30,VIOLATION,24,6,45-64,M,65+,F
26,VIOLATION,28,6,25-44,F,25-44,F
9,FELONY,29,6,18-24,M,18-24,F
20,MISDEMEANOR,25,6,25-44,M,25-44,F
33,FELONY,26,6,25-44,M,25-44,M
18,MISDEMEANOR,25,6,18-24,M,25-44,M
32,MISDEMEANOR,24,6,18-24,M,18-24,F
14,FELONY,24,6,25-44,M,45-64,M
19,VIOLATION,28,6,25-44,M,45-64,F
14,FELONY,19,6,18-24,M,18-24,F
34,VIOLATION,29,6,25-44,M,25-44,M
6,FELONY,21,6,25-44,M,25-44,M
24,FELONY,7,6,25-44,M,65+,F
18,VIOLATION,29,6,25-44,M,25-44,M
32,VIOLATION,22,6,45-64,F,45-64,F
9,MISDEMEANOR,28,6,45-64,F,45-64,F
5,MISDEMEANOR,25,6,25-44,M,25-44,M
22,VIOLATION,29,6,18-24,M,45-64,M
28,VIOLATION,23,6,25-44,M,25-44,F
28,FELONY,26,6,45-64,F,25-44,M
23,MISDEMEANOR,24,6,25-44,M,25-44,F
32,MISDEMEANOR,30,6,25-44,F,45-64,M
34,FELONY,23,6,25-44,M,45-64,M
23,VIOLATION,30,6,<18,M,<18,M
19,FELONY,24,6,25-44,M,25-44,F
6,MISDEMEANOR,27,6,25-44,F,25-44,F
14,VIOLATION,22,6,45-64,M,45-64,M
1,VIOLATION,21,6,25-44,M,45-64,M
19,FELONY,22,6,25-44,M,25-44,M
34,VIOLATION,22,6,25-44,M,25-44,F
33,MISDEMEANOR,25,6,25-44,M,25-44,M
1,VIOLATION,23,6,25-44,M,25-44,M
10,FELONY,27,6,25-44,M,25-44,M
5,FELONY,22,6,18-24,M,25-44,M
9,VIOLATION,21,6,65+,M,25-44,F
28,MISDEMEANOR,27,6,45-64,M,25-44,F
18,MISDEMEANOR,27,6,25-44,F,65+,F
18,MISDEMEANOR,25,6,18-24,F,18-24,F
9,MISDEMEANOR,23,6,25-44,F,25-44,F
9,FELONY,24,6,18-24,M,25-44,M
28,FELONY,28,6,45-64,M,45-64,F
19,VIOLATION,21,6,25-44,M,25-44,F
19,MISDEMEANOR,28,6,18-24,M,18-24,F
10,FELONY,27,6,45-64,M,25-44,F
30,MISDEMEANOR,22,6,25-44,F,25-44,F
14,MISDEMEANOR,25,6,45-64,M,45-64,F
6,MISDEMEANOR,27,6,25-44,F,45-64,M
30,VIOLATION,24,6,25-44,M,25-44,M
23,MISDEMEANOR,17,6,45-64,F,45-64,M
23,VIOLATION,25,6,18-24,M,18-24,F
18,MISDEMEANOR,29,6,45-64,M,18-24,F
1,MISDEMEANOR,23,6,25-44,M,25-44,F
6,MISDEMEANOR,15,6,25-44,M,25-44,M
1,MISDEMEANOR,19,6,18-24,F,18-24,F
1,MISDEMEANOR,14,6,25-44,M,25-44,F
14,MISDEMEANOR,13,6,45-64,F,25-44,F
32,MISDEMEANOR,12,6,25-44,M,18-24,F
23,MISDEMEANOR,15,6,25-44,M,25-44,F
33,VIOLATION,17,6,18-24,M,<18,F
5,MISDEMEANOR,5,11,45-64,M,45-64,F
30,VIOLATION,19,6,25-44,M,25-44,F
18,MISDEMEANOR,13,6,18-24,M,18-24,F
23,VIOLATION,17,6,18-24,F,25-44,M
28,MISDEMEANOR,13,6,45-64,M,45-64,F
7,MISDEMEANOR,14,6,25-44,M,25-44,F
13,VIOLATION,16,6,45-64,M,45-64,M
30,FELONY,15,6,25-44,F,25-44,M
13,MISDEMEANOR,17,6,25-44,M,25-44,F
6,MISDEMEANOR,19,6,18-24,M,25-44,F
19,MISDEMEANOR,20,6,45-64,M,65+,M
17,FELONY,13,6,25-44,M,25-44,M
13,VIOLATION,18,6,25-44,M,45-64,M
6,VIOLATION,20,6,45-64,M,25-44,F
19,FELONY,13,6,45-64,M,18-24,F
13,VIOLATION,14,6,25-44,M,65+,F
23,MISDEMEANOR,18,6,45-64,M,25-44,F
20,FELONY,13,6,45-64,M,25-44,M
28,MISDEMEANOR,13,6,25-44,M,25-44,F
24,VIOLATION,18,6,25-44,M,25-44,F
14,FELONY,17,6,45-64,F,<18,F
17,MISDEMEANOR,17,6,25-44,M,25-44,F
23,MISDEMEANOR,26,5,45-64,M,25-44,M
10,MISDEMEANOR,14,6,25-44,M,45-64,F
14,MISDEMEANOR,17,6,18-24,F,25-44,M
9,MISDEMEANOR,13,6,25-44,M,25-44,F
14,FELONY,17,6,18-24,M,65+,M
23,VIOLATION,17,6,25-44,M,25-44,F
9,VIOLATION,21,6,45-64,F,25-44,M
20,MISDEMEANOR,15,6,18-24,M,65+,M
23,MISDEMEANOR,14,6,18-24,F,18-24,F
32,VIOLATION,16,6,18-24,M,25-44,F
18,VIOLATION,12,6,25-44,M,25-44,M
28,VIOLATION,15,6,25-44,M,65+,M
14,MISDEMEANOR,13,6,25-44,F,25-44,M
28,FELONY,12,6,45-64,M,65+,M
14,MISDEMEANOR,18,6,45-64,M,25-44,M
30,VIOLATION,13,6,25-44,M,45-64,M
9,MISDEMEANOR,20,6,25-44,M,25-44,M
23,MISDEMEANOR,16,6,25-44,M,25-44,F
33,MISDEMEANOR,18,6,45-64,F,18-24,F
9,VIOLATION,16,6,25-44,F,45-64,F
9,VIOLATION,15,6,45-64,F,25-44,F
25,VIOLATION,13,6,25-44,M,25-44,F
17,FELONY,12,6,25-44,F,65+,F
33,VIOLATION,18,6,18-24,M,25-44,F
6,FELONY,19,6,25-44,M,25-44,F
23,MISDEMEANOR,15,6,45-64,M,<18,M
17,FELONY,15,6,25-44,M,25-44,F
25,VIOLATION,14,6,25-44,M,25-44,M
23,VIOLATION,17,6,45-64,F,45-64,F
23,MISDEMEANOR,18,6,45-64,M,25-44,M
33,MISDEMEANOR,18,6,18-24,M,18-24,F
13,MISDEMEANOR,15,6,25-44,M,25-44,M
32,MISDEMEANOR,15,6,25-44,M,45-64,F
30,FELONY,15,6,25-44,M,25-44,F
33,FELONY,18,6,18-24,F,45-64,F
32,MISDEMEANOR,21,6,25-44,F,45-64,F
33,FELONY,18,6,45-64,M,45-64,F
23,MISDEMEANOR,20,6,25-44,M,25-44,F
34,VIOLATION,13,6,18-24,M,45-64,M
13,VIOLATION,17,6,65+,M,65+,F
5,MISDEMEANOR,15,6,25-44,M,25-44,M
13,MISDEMEANOR,19,6,45-64,M,<18,F
33,VIOLATION,13,6,25-44,M,25-44,M
17,VIOLATION,17,6,45-64,M,25-44,M
32,MISDEMEANOR,13,6,45-64,M,45-64,F
33,VIOLATION,19,6,25-44,M,45-64,F
19,VIOLATION,15,6,65+,F,45-64,F
32,FELONY,20,6,45-64,M,25-44,F
20,VIOLATION,14,6,25-44,M,25-44,F
7,VIOLATION,5,6,25-44,M,18-24,F
18,FELONY,14,6,25-44,M,25-44,F
14,MISDEMEANOR,18,6,45-64,M,25-44,F
7,FELONY,16,6,<18,M,45-64,M
34,FELONY,18,6,25-44,F,25-44,F
9,MISDEMEANOR,20,6,25-44,F,25-44,F
23,FELONY,20,6,25-44,M,25-44,F
28,FELONY,17,6,25-44,F,25-44,M
19,FELONY,19,6,25-44,M,18-24,M
30,MISDEMEANOR,20,6,18-24,M,25-44,M
14,FELONY,19,6,25-44,F,45-64,M
14,MISDEMEANOR,17,6,25-44,M,25-44,M
23,MISDEMEANOR,15,6,18-24,F,25-44,M
30,MISDEMEANOR,21,6,25-44,M,45-64,M
23,FELONY,16,6,25-44,M,25-44,F
28,FELONY,16,6,18-24,M,18-24,M
14,VIOLATION,16,6,25-44,F,25-44,M
23,MISDEMEANOR,31,3,25-44,M,18-24,F
28,VIOLATION,15,6,45-64,M,45-64,M
14,FELONY,20,6,25-44,M,25-44,M
5,FELONY,18,6,18-24,M,45-64,M
10,MISDEMEANOR,14,6,25-44,M,45-64,F
13,VIOLATION,13,6,65+,M,25-44,F
30,MISDEMEANOR,12,6,25-44,M,25-44,F
17,MISDEMEANOR,19,6,18-24,F,25-44,M
23,MISDEMEANOR,19,6,25-44,F,18-24,F
7,MISDEMEANOR,21,6,25-44,F,<18,F
1,FELONY,21,6,18-24,M,18-24,M
18,FELONY,17,6,<18,M,25-44,M
18,FELONY,13,6,25-44,M,25-44,M
20,MISDEMEANOR,10,6,25-44,F,25-44,M
33,MISDEMEANOR,17,6,25-44,M,25-44,F
9,MISDEMEANOR,17,6,25-44,M,25-44,F
9,MISDEMEANOR,14,6,25-44,F,45-64,M
6,FELONY,21,6,18-24,M,<18,M
19,VIOLATION,17,6,25-44,M,25-44,F
25,VIOLATION,19,6,25-44,F,18-24,F
26,MISDEMEANOR,14,6,18-24,F,18-24,M
32,MISDEMEANOR,15,6,45-64,M,45-64,F
13,MISDEMEANOR,10,6,25-44,M,25-44,F
18,FELONY,16,6,18-24,M,18-24,F
25,MISDEMEANOR,19,6,25-44,M,45-64,M
25,FELONY,11,6,45-64,M,25-44,M
26,MISDEMEANOR,16,6,25-44,M,18-24,F
30,FELONY,20,6,25-44,M,25-44,F
18,MISDEMEANOR,16,6,25-44,M,45-64,M
10,FELONY,21,6,25-44,M,65+,M
6,FELONY,20,6,25-44,M,18-24,F
10,MISDEMEANOR,21,6,25-44,M,25-44,M
20,VIOLATION,18,6,<18,F,<18,M
5,MISDEMEANOR,16,6,25-44,M,45-64,M
24,FELONY,15,6,45-64,M,25-44,F
34,VIOLATION,17,6,<18,M,25-44,F
33,MISDEMEANOR,21,6,25-44,M,45-64,F
23,VIOLATION,14,6,25-44,F,25-44,F
30,FELONY,20,6,45-64,M,65+,F
13,FELONY,19,6,25-44,M,65+,F
25,VIOLATION,15,6,25-44,M,25-44,F
17,VIOLATION,21,6,<18,M,25-44,F
24,FELONY,21,6,45-64,F,45-64,M
32,MISDEMEANOR,12,6,25-44,M,<18,M
1,MISDEMEANOR,20,6,25-44,M,25-44,M
34,VIOLATION,10,6,25-44,M,25-44,M
7,MISDEMEANOR,21,6,25-44,M,25-44,F
18,FELONY,19,6,18-24,M,25-44,M
5,FELONY,13,6,45-64,M,18-24,M
19,VIOLATION,15,6,25-44,M,25-44,F
7,VIOLATION,16,6,25-44,M,25-44,M
19,MISDEMEANOR,15,6,25-44,M,25-44,M
23,VIOLATION,13,6,45-64,F,65+,F
34,MISDEMEANOR,18,6,25-44,M,18-24,M
19,FELONY,13,6,25-44,M,25-44,F
1,MISDEMEANOR,12,6,25-44,M,18-24,F
13,MISDEMEANOR,11,3,25-44,M,65+,F
1,VIOLATION,21,6,25-44,M,25-44,F
1,VIOLATION,16,6,25-44,F,45-64,F
24,FELONY,17,6,18-24,M,25-44,M
28,VIOLATION,12,6,25-44,M,65+,F
10,FELONY,21,6,25-44,M,18-24,M
6,MISDEMEANOR,12,6,65+,M,25-44,M
26,VIOLATION,16,6,25-44,F,25-44,M
18,VIOLATION,21,6,45-64,M,25-44,F
10,MISDEMEANOR,21,6,25-44,M,45-64,M
19,FELONY,18,6,25-44,M,25-44,M
18,FELONY,14,3,45-64,M,25-44,F
19,VIOLATION,20,11,25-44,M,45-64,F
5,MISDEMEANOR,2,6,45-64,M,45-64,F
23,MISDEMEANOR,7,6,25-44,F,25-44,M
6,FELONY,20,6,25-44,M,25-44,M
14,MISDEMEANOR,12,6,25-44,F,25-44,F
32,FELONY,20,6,25-44,F,25-44,M
14,MISDEMEANOR,17,6,18-24,M,25-44,M
23,VIOLATION,17,6,45-64,F,18-24,M
28,VIOLATION,19,6,25-44,M,45-64,F
6,FELONY,18,6,25-44,M,25-44,F
9,MISDEMEANOR,14,6,25-44,M,25-44,F
19,FELONY,16,6,25-44,M,25-44,F
33,MISDEMEANOR,20,6,25-44,M,18-24,M
19,MISDEMEANOR,18,6,25-44,F,45-64,F
14,FELONY,19,6,25-44,M,45-64,M
10,FELONY,19,6,25-44,M,25-44,M
17,VIOLATION,14,6,25-44,F,18-24,F
28,VIOLATION,21,6,25-44,M,25-44,F
23,MISDEMEANOR,18,6,18-24,F,45-64,F
20,MISDEMEANOR,19,6,25-44,F,25-44,M
26,FELONY,15,6,18-24,M,25-44,F
1,FELONY,17,6,18-24,M,18-24,M
34,VIOLATION,21,6,25-44,F,25-44,F
28,MISDEMEANOR,17,6,18-24,F,18-24,F
34,VIOLATION,17,6,45-64,F,45-64,M
1,MISDEMEANOR,19,6,18-24,F,18-24,F
13,VIOLATION,21,6,45-64,M,45-64,M
1,FELONY,13,6,18-24,M,18-24,F
30,FELONY,17,6,25-44,F,45-64,M
23,MISDEMEANOR,15,6,18-24,M,45-64,F
9,MISDEMEANOR,19,6,25-44,M,18-24,F
25,MISDEMEANOR,15,6,18-24,M,18-24,F
25,VIOLATION,15,6,25-44,M,25-44,M
19,FELONY,15,6,25-44,M,25-44,M
25,VIOLATION,21,6,25-44,M,25-44,M
34,VIOLATION,18,6,<18,M,45-64,M
23,FELONY,18,6,45-64,M,25-44,F
